,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 171.5)","(172.5, 343.5)","(345.5, 738.5)","(739.5, 1289.5)","(1292.5, 1443.5)","(1444.5, 1686.5)","(1687.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",161.0,171.0,393.0,550.0,151.0,242.0,423.0,234.0
Number of epochs,143,148,334,464,134,212,368,214
