name,score,mean,variance,unique_values,normalized_score
channel-0 landscape dim-1 max,2.773805055235729,-6.81249027574401e-17,1.0,2083,0.36365382788125805
channel-0 landscape dim-1 mean,3.242814344910369,-2.043747082723203e-17,1.0,2083,0.436534424923929
channel-0 landscape dim-1 std,2.999518832918013,-8.174988330892812e-17,1.0000000000000002,2083,0.3987280902474754
channel-0 landscape dim-1 sum,3.242814344910369,-6.812490275744009e-18,1.0000000000000002,2083,0.436534424923929
channel-0 landscape dim-1 norm-1,3.242814344910369,-6.812490275744009e-18,1.0000000000000002,2083,0.436534424923929
channel-0 landscape dim-1 norm-2,3.014017615395905,-2.043747082723203e-17,1.0,2083,0.4009810944984437
channel-0 landscape dim-2 max,5.295504478940564,-4.087494165446406e-17,1.0,1714,0.755507387304913
channel-0 landscape dim-2 mean,5.695252526036832,2.043747082723203e-17,1.0000000000000002,1714,0.8176252962257117
channel-0 landscape dim-2 std,5.46292682642923,-1.0899984441190415e-16,0.9999999999999998,1714,0.7815235897808259
channel-0 landscape dim-2 sum,5.695252526036832,6.81249027574401e-17,1.0,1714,0.8176252962257117
channel-0 landscape dim-2 norm-1,5.695252526036832,6.81249027574401e-17,1.0,1714,0.8176252962257117
channel-0 landscape dim-2 norm-2,5.329488433175485,2.7249961102976036e-17,1.0,1714,0.7607882440577293
channel-0 silhouette-1 dim-1 max,4.165548010704451,5.449992220595207e-17,1.0,2083,0.5799204557658708
channel-0 silhouette-1 dim-1 mean,3.2430317261198693,0.0,0.9999999999999998,2083,0.43656820436643273
channel-0 silhouette-1 dim-1 std,3.004533001375833,1.0218735413616014e-17,1.0,2083,0.39950725517858365
channel-0 silhouette-1 dim-1 sum,3.2430317261198693,-2.7249961102976036e-17,1.0000000000000002,2083,0.43656820436643273
channel-0 silhouette-1 dim-1 norm-1,3.2430317261198693,-2.7249961102976036e-17,1.0000000000000002,2083,0.43656820436643273
channel-0 silhouette-1 dim-1 norm-2,3.0154941155545787,-3.4062451378720045e-18,0.9999999999999998,2083,0.4012105317728576
channel-0 silhouette-1 dim-2 max,5.531681998354454,-7.49373930331841e-17,1.0,1715,0.7922076382421217
channel-0 silhouette-1 dim-2 mean,5.705920439702455,-2.7249961102976036e-17,1.0,1715,0.8192830116148666
channel-0 silhouette-1 dim-2 std,4.723924421108291,-6.812490275744009e-18,1.0,1715,0.6666880466445206
channel-0 silhouette-1 dim-2 sum,5.705920439702453,1.3624980551488018e-17,0.9999999999999998,1715,0.8192830116148663
channel-0 silhouette-1 dim-2 norm-1,5.705920439702453,1.3624980551488018e-17,0.9999999999999998,1715,0.8192830116148663
channel-0 silhouette-1 dim-2 norm-2,4.736732605614941,3.4062451378720045e-18,1.0000000000000004,1715,0.6686783443943263
channel-0 silhouette-2 dim-1 max,2.7571162931482807,1.0218735413616014e-17,1.0,2083,0.3610605168923007
channel-0 silhouette-2 dim-1 mean,3.201252462281562,2.043747082723203e-17,1.0,2083,0.43007601378604693
channel-0 silhouette-2 dim-1 std,2.9464338182855023,1.3624980551488018e-17,1.0,2083,0.3904790690753784
channel-0 silhouette-2 dim-1 sum,3.2012524622815635,-3.406245137872005e-17,1.0,2083,0.43007601378604715
channel-0 silhouette-2 dim-1 norm-1,3.2012524622815635,-3.406245137872005e-17,1.0,2083,0.43007601378604715
