,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 637.5)","(638.5, 762.5)","(763.5, 1170.5)","(1171.5, 1323.5)","(1324.5, 1502.5)","(1503.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",427.0,199.0,124.0,407.0,152.0,178.0,598.0,243.0
Number of epochs,372,170,104,348,122,159,520,222
