,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 181.5)","(183.5, 655.5)","(656.5, 808.5)","(809.5, 1204.5)","(1205.5, 1443.5)","(1444.5, 1989.5)","(1990.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",171.0,472.0,152.0,395.0,238.0,545.0,120.0,234.0
Number of epochs,152,405,130,338,198,474,106,214
