,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 406.5)","(407.5, 593.5)","(596.5, 854.5)","(855.5, 1079.5)","(1081.5, 1333.5)","(1334.5, 1555.5)","(1557.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",396.0,186.0,258.0,224.0,252.0,221.0,544.0,243.0
Number of epochs,345,162,216,192,210,196,474,222
