,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 214.5)","(215.5, 518.5)","(520.5, 582.5)","(583.5, 770.5)","(771.5, 944.5)","(945.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",108.0,97.0,303.0,62.0,187.0,173.0,114.0,95.0,94.0,53.0
Number of epochs,103,87,270,50,174,162,103,90,90,51
