,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 137.9)","(141.1, 221.1)","(221.9, 264.3)","(265.1, 433.1)","(433.9, 533.1)","(533.9, 585.9)","(586.7, 713.9)","(714.7, 840.3)","(841.1, 938.7)"
"Time length, sec",128.0,80.0,42.400000000000006,168.0,99.20000000000005,52.0,127.19999999999993,125.59999999999991,97.60000000000002
Number of epochs,147,90,46,184,114,63,147,141,114
