,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 107.5)","(108.5, 219.5)","(220.5, 301.5)","(302.5, 694.5)","(695.5, 767.5)","(768.5, 919.5)","(920.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",99.0,111.0,81.0,392.0,72.0,151.0,139.0,94.0,83.0,65.0
Number of epochs,94,101,72,348,66,141,127,89,79,63
