index,name,score,mean,variance,unique_values
0,channel-0 entropy dim-1,8.574457881548565,-1.6303083803291018e-16,1.0,1046
1,channel-0 entropy dim-2,6.87481050832108,3.3964757923522953e-16,1.0,1024
2,channel-0 numberofpoints dim-1,6.988785057739667,1.6303083803291018e-16,1.0,72
3,channel-0 numberofpoints dim-2,10.627229737626928,4.755066109293214e-17,1.0,35
4,channel-0 amplitude-bottleneck dim-1,8.180640603676105,5.4343612677636724e-17,1.0,1046
5,channel-0 amplitude-bottleneck dim-2,3.9650235864855623,-2.7171806338818362e-17,1.0,1043
6,channel-0 amplitude-bottleneck norm-1,7.698221217303786,-6.792951584704591e-17,1.0000000000000004,1046
7,channel-0 amplitude-bottleneck norm-2,8.136098407835792,-1.3585903169409181e-17,0.9999999999999998,1046
8,channel-0 amplitude-wasserstein-1 dim-1,14.773064919440259,0.0,1.0,1046
9,channel-0 amplitude-wasserstein-1 dim-2,2.838064104631827,2.7171806338818362e-17,0.9999999999999998,1043
10,channel-0 amplitude-wasserstein-1 norm-1,16.164253506668146,3.600264339893433e-16,0.9999999999999998,1046
11,channel-0 amplitude-wasserstein-1 norm-2,14.111276209866054,3.056828213117066e-16,1.0,1046
12,channel-0 amplitude-wasserstein-2 dim-1,16.820605034331532,1.6303083803291018e-16,1.0,1046
13,channel-0 amplitude-wasserstein-2 dim-2,4.605021266153612,1.0868722535527345e-16,1.0,1043
14,channel-0 amplitude-wasserstein-2 norm-1,13.972484242764176,-2.6492511180347905e-16,1.0,1046
15,channel-0 amplitude-wasserstein-2 norm-2,14.042455837224539,0.0,1.0,1046
16,channel-0 amplitude-betti-1 dim-1,12.62687727738441,1.2906608010938724e-16,1.0,94
17,channel-0 amplitude-betti-1 dim-2,4.098620984337321,2.7171806338818362e-17,1.0,27
18,channel-0 amplitude-betti-1 norm-1,11.287398504942564,-2.0378854754113773e-17,1.0,609
19,channel-0 amplitude-betti-1 norm-2,16.443179455845904,-1.2906608010938724e-16,1.0,609
20,channel-0 amplitude-betti-2 dim-1,6.384023647244843,-1.49444934863501e-16,1.0,741
21,channel-0 amplitude-betti-2 dim-2,5.666792574025971,-1.3585903169409182e-16,1.0000000000000002,73
22,channel-0 amplitude-betti-2 norm-1,7.628495486114435,6.113656426234132e-16,0.9999999999999998,1021
23,channel-0 amplitude-betti-2 norm-2,7.160228916842463,2.5813216021877447e-16,1.0,1021
24,channel-0 amplitude-landscape-1-1 dim-1,9.831465700508343,0.0,1.0,1046
25,channel-0 amplitude-landscape-1-1 dim-2,7.4836468182942,-5.4343612677636724e-17,1.0,1026
26,channel-0 amplitude-landscape-1-1 norm-1,9.783323903847663,-6.792951584704591e-17,0.9999999999999996,1046
27,channel-0 amplitude-landscape-1-1 norm-2,9.82955785863631,1.3585903169409182e-16,1.0000000000000002,1046
28,channel-0 amplitude-landscape-1-2 dim-1,9.325822201647533,1.0868722535527345e-16,1.0,1046
29,channel-0 amplitude-landscape-1-2 dim-2,7.0510753884672805,-5.4343612677636724e-17,1.0,1026
30,channel-0 amplitude-landscape-1-2 norm-1,9.279976128183801,8.151541901645509e-17,0.9999999999999998,1046
31,channel-0 amplitude-landscape-1-2 norm-2,9.32467595608203,8.151541901645509e-17,1.0000000000000004,1046
32,channel-0 amplitude-landscape-2-1 dim-1,9.124889436896975,2.7171806338818362e-17,1.0,1046
33,channel-0 amplitude-landscape-2-1 dim-2,4.503686408880157,6.7929515847045904e-18,1.0000000000000002,1026
34,channel-0 amplitude-landscape-2-1 norm-1,8.97984314932867,-1.3585903169409181e-17,1.0000000000000004,1046
35,channel-0 amplitude-landscape-2-1 norm-2,9.116399924303229,8.151541901645509e-17,1.0,1046
36,channel-0 amplitude-landscape-2-2 dim-1,8.849008111051987,2.7171806338818362e-17,0.9999999999999998,1046
