,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 216.5)","(217.5, 765.5)","(766.5, 944.5)","(945.5, 991.5)","(992.5, 1059.5)","(1060.5, 1112.5)","(1113.5, 1172.5)","(1173.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",108.0,99.0,548.0,178.0,46.0,67.0,52.0,59.0,65.0,65.0
Number of epochs,103,89,487,167,41,62,50,53,65,63
