Feature,IV,IVs
channel-0 landscape dim-1 max,0.12596547963369636,"[0.17244549751730276, 0.11153303606759198, 0.0895873335067566, 0.031905978005060204, 0.023924482355697708, 0.44167084025711995, 0.05187221054307903, 0.08478445881696273]"
channel-0 landscape dim-1 mean,0.11715209475220473,"[0.09322143588553607, 0.08024180748536615, 0.06530849782568489, 0.03454950334696383, 0.023158416493446785, 0.5407917916020433, 0.016819920373030126, 0.08312538500556683]"
channel-0 landscape dim-1 std,0.08918229906827088,"[0.07260153662748939, 0.14718269870818285, 0.051664776602059495, 0.03473091487611259, 0.019109876041695548, 0.31017384307163576, 0.020645964200588226, 0.05734878241840325]"
channel-0 landscape dim-1 sum,0.11715209475220473,"[0.09322143588553607, 0.08024180748536615, 0.06530849782568489, 0.03454950334696383, 0.023158416493446785, 0.5407917916020433, 0.016819920373030126, 0.08312538500556683]"
channel-0 landscape dim-1 norm-1,0.11715209475220473,"[0.09322143588553607, 0.08024180748536615, 0.06530849782568489, 0.03454950334696383, 0.023158416493446785, 0.5407917916020433, 0.016819920373030126, 0.08312538500556683]"
channel-0 landscape dim-1 norm-2,0.09091709683519392,"[0.07028108849698285, 0.15799581317483613, 0.05272986902269964, 0.03877511756145599, 0.02170688964374218, 0.31017384307163576, 0.018325371291795584, 0.05734878241840325]"
channel-0 landscape dim-2 max,0.11478686643319394,"[0.10476973410982193, 0.06172991288696142, 0.09424734512436134, 0.06872213095453603, 0.03157301145623033, 0.16956462752420548, 0.030253706595145875, 0.3574344628142892]"
channel-0 landscape dim-2 mean,0.12827708430889898,"[0.11235219118918484, 0.07161177262391547, 0.07987848297162731, 0.10365849671473641, 0.036903485143200035, 0.2450144402736743, 0.03318639722612465, 0.3436114083287287]"
channel-0 landscape dim-2 std,0.11482699778185584,"[0.11204062888568206, 0.056340293728725496, 0.09424734512436134, 0.06870676149203181, 0.029455521927727414, 0.1488288800056875, 0.031176168430927628, 0.37782038265970347]"
channel-0 landscape dim-2 sum,0.12827708430889898,"[0.11235219118918484, 0.07161177262391547, 0.07987848297162731, 0.10365849671473641, 0.036903485143200035, 0.2450144402736743, 0.03318639722612465, 0.3436114083287287]"
channel-0 landscape dim-2 norm-1,0.12827708430889898,"[0.11235219118918484, 0.07161177262391547, 0.07987848297162731, 0.10365849671473641, 0.036903485143200035, 0.2450144402736743, 0.03318639722612465, 0.3436114083287287]"
channel-0 landscape dim-2 norm-2,0.11420709445157626,"[0.11204062888568206, 0.056340293728725496, 0.09159616099733942, 0.07378240965308727, 0.028919690343769296, 0.1488288800056875, 0.029662533844784875, 0.37248615815353414]"
channel-0 silhouette-1 dim-1 max,0.14658770851399672,"[0.14124393802922006, 0.14192272582189414, 0.09914906329323336, 0.028666686830991626, 0.027592927406902862, 0.3271669204534512, 0.02796757865593508, 0.3789918276203452]"
channel-0 silhouette-1 dim-1 mean,0.12254927770146004,"[0.09230291314415975, 0.18844858930578962, 0.09829644798507425, 0.03726088798496841, 0.024389924881342354, 0.2628937787032823, 0.04208206629549197, 0.23471961331157168]"
channel-0 silhouette-1 dim-1 std,0.12106662244396771,"[0.07571271542372641, 0.16743317594302864, 0.10971725224650516, 0.04061671743001726, 0.03345369367978128, 0.19564957507804254, 0.030132664693940506, 0.31581718505669987]"
channel-0 silhouette-1 dim-1 sum,0.12254927770146004,"[0.09230291314415975, 0.18844858930578962, 0.09829644798507425, 0.03726088798496841, 0.024389924881342354, 0.2628937787032823, 0.04208206629549197, 0.23471961331157168]"
channel-0 silhouette-1 dim-1 norm-1,0.12254927770146004,"[0.09230291314415975, 0.18844858930578962, 0.09829644798507425, 0.03726088798496841, 0.024389924881342354, 0.2628937787032823, 0.04208206629549197, 0.23471961331157168]"
channel-0 silhouette-1 dim-1 norm-2,0.11955903157864012,"[0.07571271542372641, 0.16743317594302864, 0.111508476032989, 0.03924921138287397, 0.03313609076431777, 0.19564957507804254, 0.02991795112988135, 0.30386505687426124]"
channel-0 silhouette-1 dim-2 max,0.08830093632519734,"[0.062334138477316794, 0.04763648348249849, 0.0648515978115701, 0.028746224401938227, 0.04350984341491557, 0.1759796160595153, 0.026291426036509625, 0.2570581609173146]"
channel-0 silhouette-1 dim-2 mean,0.08911163900858396,"[0.06657921170062411, 0.05186733428866584, 0.07906967569003892, 0.03712425097755032, 0.046436054600473814, 0.14233036734076604, 0.028143786071117016, 0.2613424313994357]"
channel-0 silhouette-1 dim-2 std,0.09068722119316028,"[0.062334138477316794, 0.04763648348249849, 0.06899268213322812, 0.032459971555208, 0.051132204842434074, 0.1759796160595153, 0.0268479678823936, 0.26011470511268786]"
channel-0 silhouette-1 dim-2 sum,0.08911163900858396,"[0.06657921170062411, 0.05186733428866584, 0.07906967569003892, 0.03712425097755032, 0.046436054600473814, 0.14233036734076604, 0.028143786071117016, 0.2613424313994357]"
channel-0 silhouette-1 dim-2 norm-1,0.08911163900858396,"[0.06657921170062411, 0.05186733428866584, 0.07906967569003892, 0.03712425097755032, 0.046436054600473814, 0.14233036734076604, 0.028143786071117016, 0.2613424313994357]"
channel-0 silhouette-1 dim-2 norm-2,0.09068722119316028,"[0.062334138477316794, 0.04763648348249849, 0.06899268213322812, 0.032459971555208, 0.051132204842434074, 0.1759796160595153, 0.0268479678823936, 0.26011470511268786]"
channel-0 silhouette-2 dim-1 max,0.11952706474903585,"[0.1324249526019686, 0.12805773228694928, 0.09474290523375899, 0.06076470170422621, 0.02810226492003251, 0.11231541142616534, 0.05138508293635978, 0.348423466882826]"
channel-0 silhouette-2 dim-1 mean,0.10199430589261381,"[0.06785568644638461, 0.14663558733263318, 0.11691816867943011, 0.053028296583278206, 0.01937275841820503, 0.14520829385317588, 0.04807216074222333, 0.21886349508558015]"
channel-0 silhouette-2 dim-1 std,0.1254829279636991,"[0.10890860346791445, 0.14691057937792315, 0.14017931697922204, 0.046433341487357414, 0.042223751526656375, 0.17517216672061295, 0.05356414180447936, 0.2904715223454269]"
channel-0 silhouette-2 dim-1 sum,0.10199430589261381,"[0.06785568644638461, 0.14663558733263318, 0.11691816867943011, 0.053028296583278206, 0.01937275841820503, 0.14520829385317588, 0.04807216074222333, 0.21886349508558015]"
channel-0 silhouette-2 dim-1 norm-1,0.10199430589261381,"[0.06785568644638461, 0.14663558733263318, 0.11691816867943011, 0.053028296583278206, 0.01937275841820503, 0.14520829385317588, 0.04807216074222333, 0.21886349508558015]"
channel-0 silhouette-2 dim-1 norm-2,0.1276797691565723,"[0.12105176472024795, 0.14691057937792315, 0.14017931697922204, 0.0479743354709232, 0.042223751526656375, 0.17517216672061295, 0.054439502225844004, 0.29348673623114874]"
channel-0 silhouette-2 dim-2 max,0.09842521570441869,"[0.09746986275998723, 0.05496953090247943, 0.07082298730290759, 0.029987969078034533, 0.025463835158096776, 0.2068210499862264, 0.03435203864511718, 0.2675144518025003]"
channel-0 silhouette-2 dim-2 mean,0.10377125246176708,"[0.09746986275998723, 0.06632040231468972, 0.062360469817664466, 0.03310827110522812, 0.018885779022718284, 0.2404702987049757, 0.02725886981706413, 0.28429606615180897]"
channel-0 silhouette-2 dim-2 std,0.10207500406229775,"[0.10293416269278037, 0.05763774614063967, 0.062360469817664466, 0.028992443407284373, 0.022839590851821516, 0.2404702987049757, 0.029959184988623787, 0.27140613589459217]"
channel-0 silhouette-2 dim-2 sum,0.10377125246176708,"[0.09746986275998723, 0.06632040231468972, 0.062360469817664466, 0.03310827110522812, 0.018885779022718284, 0.2404702987049757, 0.02725886981706413, 0.28429606615180897]"
channel-0 silhouette-2 dim-2 norm-1,0.10377125246176708,"[0.09746986275998723, 0.06632040231468972, 0.062360469817664466, 0.03310827110522812, 0.018885779022718284, 0.2404702987049757, 0.02725886981706413, 0.28429606615180897]"
channel-0 silhouette-2 dim-2 norm-2,0.10207500406229775,"[0.10293416269278037, 0.05763774614063967, 0.062360469817664466, 0.028992443407284373, 0.022839590851821516, 0.2404702987049757, 0.029959184988623787, 0.27140613589459217]"
channel-0 entropy dim-1,0.35061286448635387,"[0.267256136457674, 0.39003137771986446, 0.4846312757460825, 0.14465906341344692, 0.06028470615358311, 0.4248573090289529, 0.12037819846020394, 0.912804848911023]"
channel-0 entropy dim-2,0.28147195195156954,"[0.1994848295750488, 0.5989810370757569, 0.2500363733482795, 0.12372542686837126, 0.03829587421066554, 0.3682978117977042, 0.10877539926928115, 0.5641788634674492]"
channel-0 amplitude-bottleneck dim-1,0.07853559893190257,"[0.14478824003674493, 0.06250277255925431, 0.06058656165589538, 0.018808880291583716, 0.030697051264887806, 0.17171930519715695, 0.013445670686798895, 0.12573630976289862]"
channel-0 amplitude-bottleneck dim-2,0.1673141275201216,"[0.20111978679984155, 0.08790470206289248, 0.1100189182854518, 0.05579853709079124, 0.06485524478487892, 0.4938595555489126, 0.04094365732617621, 0.2840126182620279]"
channel-0 amplitude-bottleneck norm-1,0.13045973299371189,"[0.2002016425241255, 0.14424014921929884, 0.037535154396162534, 0.023841363848512626, 0.0346534642621205, 0.357489864846036, 0.013608038485709071, 0.23210818636772979]"
channel-0 amplitude-bottleneck norm-2,0.10537127972711091,"[0.16731939103246932, 0.08902537079455855, 0.07596511159297795, 0.024867477209680945, 0.03845216622218274, 0.27232589807093505, 0.00466391526769353, 0.17035090762638933]"
channel-0 amplitude-wasserstein-1 dim-1,0.5244354277938339,"[0.33797229561635195, 0.19163892455506795, 0.3763547399050646, 0.3396793734805412, 0.14157046751570568, 0.6855724959688709, 0.1820179551778246, 1.9406771701312446]"
channel-0 amplitude-wasserstein-1 dim-2,0.35768073496498276,"[0.14304608950041678, 0.3407937545283079, 0.2918019829996284, 0.21068865108149068, 0.0855130390769708, 0.6754094524964599, 0.15166456403380799, 0.9625283460027796]"
channel-0 amplitude-wasserstein-1 norm-1,0.5655230224432478,"[0.3919324591401866, 0.23752584835608606, 0.4229302016261669, 0.3002532985011843, 0.1449928586583964, 0.9034624618167924, 0.18720971025498934, 1.9358773411921806]"
channel-0 amplitude-wasserstein-1 norm-2,0.527804079792177,"[0.33797229561635195, 0.2010168069664216, 0.3744495371458154, 0.3307063923152084, 0.16534807102069538, 0.664836748450353, 0.16453328001902695, 1.9835695068035437]"
channel-0 amplitude-wasserstein-2 dim-1,0.31525914547430445,"[0.34118367950472905, 0.04128758444439951, 0.12221894949247505, 0.21468084688858363, 0.08398622129905738, 0.40912191213254656, 0.05221868933356482, 1.2573752806990794]"
channel-0 amplitude-wasserstein-2 dim-2,0.34220049628707305,"[0.28154250298949435, 0.1477624711763231, 0.30746087815853596, 0.13881282225147135, 0.07166206322385975, 0.8630716664650291, 0.0960396147891357, 0.8312519512427351]"
channel-0 amplitude-wasserstein-2 norm-1,0.4016418013214703,"[0.3507760262755046, 0.09153208676798717, 0.14554928748544155, 0.31137184342699314, 0.11266105610004165, 0.5564292779235828, 0.09385553865119917, 1.5509592939410128]"
channel-0 amplitude-wasserstein-2 norm-2,0.3440348039198985,"[0.30820780310005935, 0.06573938765573015, 0.13807071780887734, 0.2596107848117472, 0.08941144668410331, 0.49409963778731153, 0.06425290880310881, 1.33288574470825]"
channel-0 amplitude-landscape-1-1 dim-1,0.11715209475220473,"[0.09322143588553607, 0.08024180748536615, 0.06530849782568489, 0.03454950334696383, 0.023158416493446785, 0.5407917916020433, 0.016819920373030126, 0.08312538500556683]"
channel-0 amplitude-landscape-1-1 dim-2,0.12827708430889898,"[0.11235219118918484, 0.07161177262391547, 0.07987848297162731, 0.10365849671473641, 0.036903485143200035, 0.2450144402736743, 0.03318639722612465, 0.3436114083287287]"
channel-0 amplitude-landscape-1-1 norm-1,0.10209643544877213,"[0.081917431554507, 0.061121320790352415, 0.06571110973426829, 0.043633880621929744, 0.04126035468137067, 0.32595893124511194, 0.031739456813248246, 0.16542899814938875]"
channel-0 amplitude-landscape-1-1 norm-2,0.12743517091872172,"[0.1387030052598304, 0.06405148758893639, 0.09746266415004323, 0.0351180477717184, 0.023146068732564286, 0.46830258216101367, 0.03188986973661854, 0.16080764194904884]"
channel-0 amplitude-landscape-1-2 dim-1,0.09337922746388362,"[0.09643192042092957, 0.09545451825518636, 0.06137626311381878, 0.02891967965228596, 0.02242067576567589, 0.34181376897120436, 0.020612008557331512, 0.08000498497463648]"
channel-0 amplitude-landscape-1-2 dim-2,0.13272073811912732,"[0.13903330276701586, 0.06816979347786371, 0.09367592513343471, 0.05174048064119481, 0.021445081743265662, 0.2549638372048677, 0.034028144428149144, 0.3987093395572271]"
channel-0 amplitude-landscape-1-2 norm-1,0.11141298640231385,"[0.1732477116460564, 0.10107104612931606, 0.04794917700591229, 0.0468699947569538, 0.03304016249389998, 0.3327159918558142, 0.03682756586826643, 0.11958224146229166]"
channel-0 amplitude-landscape-1-2 norm-2,0.09124473643232535,"[0.09678201044538953, 0.09479670407087583, 0.04953837097881791, 0.03520239266999679, 0.02094067416057776, 0.29928645220362404, 0.025845289196319312, 0.10756599773300161]"
channel-0 amplitude-landscape-2-1 dim-1,0.09091709683519392,"[0.07028108849698285, 0.15799581317483613, 0.05272986902269964, 0.03877511756145599, 0.02170688964374218, 0.31017384307163576, 0.018325371291795584, 0.05734878241840325]"
channel-0 amplitude-landscape-2-1 dim-2,0.11420709445157626,"[0.11204062888568206, 0.056340293728725496, 0.09159616099733942, 0.07378240965308727, 0.028919690343769296, 0.1488288800056875, 0.029662533844784875, 0.37248615815353414]"
channel-0 amplitude-landscape-2-1 norm-1,0.09415007553034646,"[0.1254833696106231, 0.08390356869222265, 0.02978618041799198, 0.03415594068439484, 0.02540524621353659, 0.27459699285896605, 0.023222309808866623, 0.15664699595616993]"
channel-0 amplitude-landscape-2-1 norm-2,0.08701728896709347,"[0.0862087886294781, 0.10922504079701376, 0.06299383164791852, 0.04102432000518904, 0.029395460855503243, 0.2700992893065713, 0.031348152237799416, 0.0658434282572744]"
channel-0 amplitude-landscape-2-2 dim-1,0.10047849302461423,"[0.17974855223390457, 0.11398445894052203, 0.04863559842389702, 0.024057744776561852, 0.016607152346619716, 0.3354107309155269, 0.01877785029998166, 0.06660585625990002]"
channel-0 amplitude-landscape-2-2 dim-2,0.131312016494312,"[0.09174209921506257, 0.07486270375008236, 0.07523309496986319, 0.08854366761493754, 0.02572349786065281, 0.30502956664759084, 0.03317185806470604, 0.3561896438316007]"
channel-0 amplitude-landscape-2-2 norm-1,0.09826997741182497,"[0.1637086712203961, 0.11213288645104974, 0.050016975258944295, 0.047682018130059844, 0.03385845246853436, 0.2905863323158759, 0.02027128878685241, 0.06790319466288713]"
channel-0 amplitude-landscape-2-2 norm-2,0.127287549747211,"[0.08761761450478937, 0.16422722807991263, 0.06692893938839546, 0.03495206617184436, 0.01449164856492886, 0.5496291857455197, 0.030908993341478175, 0.06954472218081921]"
channel-0 amplitude-silhouette-1-1 dim-1,0.12254927770146004,"[0.09230291314415975, 0.18844858930578962, 0.09829644798507425, 0.03726088798496841, 0.024389924881342354, 0.2628937787032823, 0.04208206629549197, 0.23471961331157168]"
channel-0 amplitude-silhouette-1-1 dim-2,0.08911163900858396,"[0.06657921170062411, 0.05186733428866584, 0.07906967569003892, 0.03712425097755032, 0.046436054600473814, 0.14233036734076604, 0.028143786071117016, 0.2613424313994357]"
channel-0 amplitude-silhouette-1-1 norm-1,0.11784093319199934,"[0.18019155031498232, 0.1827836633701761, 0.10509514632766156, 0.0356874393223373, 0.017036056492862647, 0.24139385412116265, 0.04534517916123736, 0.13519457642557484]"
channel-0 amplitude-silhouette-1-1 norm-2,0.10281881768921453,"[0.11742406036528877, 0.24489554478151745, 0.05349119890518414, 0.023945697595311538, 0.03349388995093368, 0.13327086801124233, 0.049163841230690654, 0.1668654406735477]"
channel-0 amplitude-silhouette-1-2 dim-1,0.10199430589261381,"[0.06785568644638461, 0.14663558733263318, 0.11691816867943011, 0.053028296583278206, 0.01937275841820503, 0.14520829385317588, 0.04807216074222333, 0.21886349508558015]"
channel-0 amplitude-silhouette-1-2 dim-2,0.10377125246176708,"[0.09746986275998723, 0.06632040231468972, 0.062360469817664466, 0.03310827110522812, 0.018885779022718284, 0.2404702987049757, 0.02725886981706413, 0.28429606615180897]"
channel-0 amplitude-silhouette-1-2 norm-1,0.0990806364481252,"[0.18013117983674243, 0.17984426514324783, 0.08470387122300196, 0.03205989758992978, 0.013466735120442903, 0.11278382500193777, 0.0467124809749578, 0.14294283669474125]"
channel-0 amplitude-silhouette-1-2 norm-2,0.11732317865413885,"[0.14352904131784594, 0.20766627367950247, 0.08556242145926057, 0.046366814701226666, 0.016152525664312592, 0.22090681111185811, 0.051684773673921845, 0.16671676762518273]"
channel-0 amplitude-silhouette-2-1 dim-1,0.11955903157864012,"[0.07571271542372641, 0.16743317594302864, 0.111508476032989, 0.03924921138287397, 0.03313609076431777, 0.19564957507804254, 0.02991795112988135, 0.30386505687426124]"
channel-0 amplitude-silhouette-2-1 dim-2,0.09068722119316028,"[0.062334138477316794, 0.04763648348249849, 0.06899268213322812, 0.032459971555208, 0.051132204842434074, 0.1759796160595153, 0.0268479678823936, 0.26011470511268786]"
channel-0 amplitude-silhouette-2-1 norm-1,0.10653986765890537,"[0.1243361117450354, 0.2154259215071953, 0.09652820380494902, 0.01127638883276386, 0.015192051448045425, 0.19151787325546715, 0.03517715568552817, 0.16286523499225863]"
channel-0 amplitude-silhouette-2-1 norm-2,0.10730560380418977,"[0.12726494240688657, 0.20330136998247475, 0.0530213978665724, 0.032048726090491496, 0.04056527605755916, 0.16244009680107424, 0.045172345613016265, 0.19463067561544328]"
channel-0 amplitude-silhouette-2-2 dim-1,0.1276797691565723,"[0.12105176472024795, 0.14691057937792315, 0.14017931697922204, 0.0479743354709232, 0.042223751526656375, 0.17517216672061295, 0.054439502225844004, 0.29348673623114874]"
channel-0 amplitude-silhouette-2-2 dim-2,0.10207500406229775,"[0.10293416269278037, 0.05763774614063967, 0.062360469817664466, 0.028992443407284373, 0.022839590851821516, 0.2404702987049757, 0.029959184988623787, 0.27140613589459217]"
channel-0 amplitude-silhouette-2-2 norm-1,0.12973890329218307,"[0.183262235357389, 0.26223619750954075, 0.09409527745084921, 0.027275880896624236, 0.01724634236486638, 0.16219139229186083, 0.05433978079719582, 0.2372641196691383]"
channel-0 amplitude-silhouette-2-2 norm-2,0.15042029790285105,"[0.16442816664954255, 0.21453257450742516, 0.09956081784317174, 0.048613191666480794, 0.015227442499441357, 0.38839870576293084, 0.06676681981516171, 0.20583466447865426]"
channel-0 life all max,0.07893598817353695,"[0.15025253996953805, 0.06053534605633348, 0.06058656165589538, 0.01799484951058211, 0.030501816851991253, 0.17171930519715695, 0.01416117638389971, 0.12573630976289862]"
channel-0 life all mean,0.3338176968552578,"[0.30797174711665226, 0.04201435198379328, 0.06736360982331241, 0.21421929815829774, 0.15065302775281472, 0.5084498118419185, 0.05631614234760542, 1.3235535858176681]"
