Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
entropy,2184.225352112676,0.42210586185703813,0.07975581088217822,0.17903270450689054,0.16214765679801985,3528.1830985915494,1549.5915492957747,1978.5915492957747
amplitude-wasserstein-1,2188.1631205673757,0.6880166153456216,0.13916529372848793,0.24390407378850215,0.2209008357284511,2941.063829787234,1173.6099290780141,1767.4539007092199
amplitude-wasserstein-2,2188.205673758865,0.7268280552125419,0.14783650217253974,0.1915390787312058,0.17347452180347933,2869.0921985815603,1434.0567375886526,1435.0354609929077
life,2187.4654088050315,0.7345318107074652,0.14955766660054193,0.18532269990860575,0.1678444261032011,2858.512578616352,1594.7720125786163,1263.7405660377358
bd2,2187.561320754717,0.8633639430762163,0.17834119738145648,0.2858968220970315,0.25893313691884606,2612.996855345912,1082.2358490566037,1530.7610062893082
amplitude-bottleneck,2187.801418439716,0.8770716414248876,0.18140375600018016,0.12035334773912516,0.10900250531011399,2566.1205673758864,2250.3900709219856,315.7304964539007
landscape,1587.8145539906104,1.2118538932204796,0.256200431893745,0.09952309710512285,0.09013681068676684,2149.8333333333335,2688.6361502347418,-538.8028169014085
amplitude-landscape-2-2,1781.9787234042553,1.2407347438327532,0.2626529592042298,0.12177671173610259,0.11029162808528643,2077.574468085106,2289.794326241135,-212.21985815602838
amplitude-landscape-2-1,1781.886524822695,1.2893415388181975,0.27351263492255623,0.11805640392399747,0.10692219233910971,1986.9929078014184,2347.446808510638,-360.45390070921985
amplitude-landscape-1-2,1781.950354609929,1.452467675111417,0.30995809366671667,0.12326399382661787,0.11163864066960133,1825.3262411347519,2293.7872340425533,-468.4609929078014
amplitude-landscape-1-1,1781.8794326241134,1.7066088346689525,0.36673802701349995,0.11881445858900969,0.10760875286443433,1546.9787234042553,2326.54609929078,-779.5673758865248
silhouette-1,1588.056338028169,1.7341039362772872,0.37288095183292824,0.09576800810802544,0.08673587406111287,1439.462441314554,2776.786384976526,-1337.3239436619717
silhouette-2,1588.056338028169,1.7840556970902473,0.3840411183106932,0.09512754172323122,0.08615581175440573,1381.2769953051643,2809.4225352112676,-1428.1455399061033
amplitude-silhouette-2-2,1782.0283687943263,1.8749581441692182,0.4043504412680198,0.11136631640085633,0.10086306465828279,1244.5673758865248,2463.198581560284,-1218.6312056737588
amplitude-silhouette-2-1,1782.0283687943263,1.9213020231846496,0.41470453883375413,0.11307207543560775,0.10240794904858899,1219.2836879432625,2419.851063829787,-1200.5673758865248
amplitude-silhouette-1-2,1782.0283687943263,2.1969041399944427,0.47627925522340564,0.11137035967225922,0.10086672659806963,994.4326241134752,2475.851063829787,-1481.4184397163122
amplitude-silhouette-1-1,1782.0283687943263,2.210420235900266,0.4792990062388551,0.11357981738870164,0.10286780451566124,991.2127659574468,2406.290780141844,-1415.0780141843973
