,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 216.5)","(217.5, 301.5)","(302.5, 697.5)","(698.5, 765.5)","(766.5, 944.5)","(945.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",108.0,99.0,84.0,395.0,67.0,178.0,114.0,96.0,77.0,65.0
Number of epochs,103,89,75,351,61,167,103,91,77,63
