,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 277.5)","(278.5, 371.5)","(372.5, 428.5)","(429.5, 471.5)","(472.5, 522.5)","(523.5, 639.5)","(640.5, 1323.5)","(1324.5, 2236.5)"
"Time length, sec",271.0,93.0,56.0,42.0,50.0,116.0,683.0,912.0
Number of epochs,256,90,55,41,49,113,650,866
