,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 184.5)","(186.5, 320.5)","(321.5, 457.5)","(458.5, 634.5)","(635.5, 771.5)","(772.5, 822.5)","(823.5, 955.5)","(957.5, 1091.5)","(1092.5, 1229.5)","(1230.5, 1304.5)"
"Time length, sec",176.0,134.0,136.0,176.0,136.0,50.0,132.0,134.0,137.0,74.0
Number of epochs,164,122,119,155,125,47,125,123,128,72
