,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,35,10,3,Median,"[0, 190, 846, 1180]",199492.82356937818,30.894136642032954,0.14753827971251288,209.93810384313792,2.3050343302870155,0.24289230145203286,245.99458434471495,1.8233235658900315,0.5379108733031573,0.2837302160219538,0.49953659312713117
1,0,35,10,3,Mode,"[0, 190, 822, 1180]",217984.13217936901,32.00296432545284,0.15752559184201143,234.2791670221821,2.275392383895183,0.2586474661083234,280.3180618258033,1.7222659118882708,0.5530058177404341,0.3033145306925235,0.5140682004537123
2,0,35,10,3,Mean,"[0, 188, 852, 1180]",190044.06859572712,30.29118292528571,0.14347048838244297,197.74386592135588,2.3253287586290674,0.2352730977520111,229.39144238007734,1.8724475898249975,0.5360928759929572,0.2791992261754873,0.4968905453427476
3,0,35,10,4,Median,"[0, 190, 729, 949, 1180]",135632.27951922288,30.263067715216398,0.16843451276753055,210.9047252447924,2.342356655468525,0.24215729221158552,202.99765253866585,1.8316399288114968,0.668196432819252,0.4429664770565327,0.5986367590688073
4,0,35,10,4,Mode,"[0, 190, 822, 949, 1180]",127888.82915425808,33.56460971802912,0.16621202585320874,201.83772855549844,2.010447513642019,0.2634002367108407,180.20120495821553,1.72667273098357,0.619648214429931,0.34676360705253356,0.5365671928402501
5,0,35,10,4,Mean,"[0, 166, 736, 995, 1180]",118353.30967330614,27.090073240800717,0.1398549343124525,177.80211195443877,2.6402409600043173,0.20274767485105027,165.22085853778734,2.164542986806764,0.6474411618748903,0.4089494920821985,0.5767174586274114
6,0,35,10,5,Median,"[0, 190, 679, 822, 985, 1180]",71291.07348324498,25.739891881937915,0.10605449139261126,173.30181932207984,2.565647701240762,0.19203607151398333,114.82371475839585,2.030356062141552,0.7031044729052346,0.48750519479619114,0.6129159710173244
7,0,35,10,5,Mode,"[0, 190, 679, 822, 949, 1180]",79757.68457391825,28.360128491673606,0.11799294255249529,187.52375736412253,2.327219513843322,0.2225490908979669,124.96529732743066,1.7932378442914727,0.714746521955069,0.4940264118700306,0.620637540754988
8,0,35,10,5,Mean,"[0, 164, 662, 833, 1000, 1180]",59757.24825939184,23.608098412126534,0.09246317982544297,144.49811730061032,2.7045651193476274,0.16369633164617337,85.8830004640769,2.289325304446288,0.6839644130267707,0.45281029192180894,0.583512668079158
9,0,35,10,6,Median,"[0, 13, 190, 679, 822, 985, 1180]",64822.173197571865,30.35680350074541,0.08607837811393762,150.23952628631483,2.287208020704372,0.21927454340136748,106.82491334996294,1.7749795030716047,0.6969427613356438,0.4796985764883925,0.6041822744484552
10,0,35,10,6,Mode,"[0, 13, 190, 679, 822, 949, 1180]",71595.46207011047,32.45299278853396,0.09801092609217225,162.34367584166398,2.0979782412801353,0.24368495890855435,114.9381794051908,1.5852849287915411,0.7084650548025607,0.4863364607257721,0.6119860724424029
