,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 377.5)","(378.5, 753.5)","(755.5, 801.5)","(802.5, 1039.5)","(1040.5, 1445.5)","(1446.5, 1846.5)","(1847.5, 2047.5)","(2048.5, 2345.5)"
"Time length, sec",367.0,375.0,46.0,237.0,405.0,400.0,200.0,297.0
Number of epochs,320,318,42,200,345,341,183,268
