,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 96.5)","(97.5, 156.5)","(157.5, 295.5)","(296.5, 516.5)","(517.5, 771.5)","(772.5, 819.5)","(820.5, 1046.5)","(1047.5, 1165.5)","(1166.5, 1230.5)","(1231.5, 1304.5)"
"Time length, sec",88.0,59.0,138.0,220.0,254.0,47.0,226.0,118.0,64.0,73.0
Number of epochs,83,55,123,197,227,44,209,107,64,71
