,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 219.5)","(220.5, 297.5)","(298.5, 758.5)","(759.5, 816.5)","(818.5, 924.5)","(926.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",53.0,157.0,77.0,460.0,57.0,106.0,133.0,96.0,77.0,65.0
Number of epochs,52,143,68,410,54,100,122,91,77,63
