,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 168.5)","(169.5, 282.5)","(287.5, 491.5)","(492.5, 645.5)","(646.5, 1254.5)","(1256.5, 1350.5)","(1357.5, 1643.5)","(1644.5, 1858.5)","(1859.5, 2052.5)","(2053.5, 2143.5)"
"Time length, sec",163.0,113.0,204.0,153.0,608.0,94.0,286.0,214.0,193.0,90.0
Number of epochs,155,107,190,145,584,92,272,208,181,86
