name,score,mean,variance,unique_values,normalized_score
channel-0 landscape dim-1 max,0.8170781262029223,-1.069021167141575e-16,0.9999999999999999,997,0.2928541231293539
channel-0 landscape dim-1 mean,0.954589560384382,1.4253615561887666e-16,1.0,997,0.34283848158646996
channel-0 landscape dim-1 std,0.8949449293833929,-2.850723112377533e-16,1.0000000000000002,997,0.3211581127230215
channel-0 landscape dim-1 sum,0.9545895603843821,-1.28282540056989e-16,0.9999999999999998,997,0.34283848158647
channel-0 landscape dim-1 norm-1,0.9545895603843821,-1.28282540056989e-16,0.9999999999999998,997,0.34283848158647
channel-0 landscape dim-1 norm-2,0.9017901120599203,3.1357954236152867e-16,0.9999999999999999,997,0.32364628446411825
channel-0 landscape dim-2 max,0.18442319879286143,-6.41412700284945e-17,1.0000000000000004,996,0.06288887798766034
channel-0 landscape dim-2 mean,0.3568549897343466,6.41412700284945e-17,1.0,996,0.12556652002612698
channel-0 landscape dim-2 std,0.2292117632440279,2.2093104120925884e-16,0.9999999999999998,996,0.07916917986679377
channel-0 landscape dim-2 sum,0.35685498973434676,4.9887654466606835e-17,1.0000000000000002,996,0.12556652002612703
channel-0 landscape dim-2 norm-1,0.35685498973434676,4.9887654466606835e-17,1.0000000000000002,996,0.12556652002612703
channel-0 landscape dim-2 norm-2,0.32262246629901986,7.839488559038217e-17,1.0000000000000002,996,0.11312325861686083
channel-0 silhouette-1 dim-1 max,0.5520953347040909,-6.41412700284945e-17,1.0,997,0.19653489764758933
channel-0 silhouette-1 dim-1 mean,1.015909921380143,-5.416373913517313e-16,1.0,997,0.3651279655335811
channel-0 silhouette-1 dim-1 std,0.5851731024412176,-2.13804233428315e-17,0.9999999999999998,997,0.2085584141600561
channel-0 silhouette-1 dim-1 sum,1.015909921380143,2.423114645520903e-16,1.0,997,0.3651279655335811
channel-0 silhouette-1 dim-1 norm-1,1.015909921380143,2.423114645520903e-16,1.0,997,0.3651279655335811
channel-0 silhouette-1 dim-1 norm-2,0.6650622930899619,-3.42086773485304e-16,1.0,997,0.237597526187397
channel-0 silhouette-1 dim-2 max,0.7095228850316988,-1.496629633998205e-16,1.0,996,0.25375861255857657
channel-0 silhouette-1 dim-2 mean,0.6846836661658706,-1.6391657896170816e-16,0.9999999999999999,996,0.24472974578124412
channel-0 silhouette-1 dim-2 std,0.6684348603254793,1.71043386742652e-16,1.0000000000000004,996,0.23882342867779188
channel-0 silhouette-1 dim-2 sum,0.6846836661658706,1.6391657896170816e-16,1.0,996,0.24472974578124412
channel-0 silhouette-1 dim-2 norm-1,0.6846836661658706,1.6391657896170816e-16,1.0,996,0.24472974578124412
channel-0 silhouette-1 dim-2 norm-2,0.6686288110080398,5.701446224755067e-17,0.9999999999999998,996,0.23889392827295514
channel-0 silhouette-2 dim-1 max,0.8848675972384763,3.2783315792341633e-16,1.0000000000000002,997,0.31749507927986625
channel-0 silhouette-2 dim-1 mean,1.2775508703888532,-2.423114645520903e-16,1.0,997,0.4602324567357728
channel-0 silhouette-2 dim-1 std,1.055924999257145,2.56565080113978e-16,1.0000000000000002,997,0.37967314141803965
channel-0 silhouette-2 dim-1 sum,1.2775508703888532,2.13804233428315e-17,1.0000000000000002,997,0.4602324567357728
channel-0 silhouette-2 dim-1 norm-1,1.2775508703888532,2.13804233428315e-17,1.0000000000000002,997,0.4602324567357728
channel-0 silhouette-2 dim-1 norm-2,1.0669409856471785,-4.9887654466606835e-17,1.0000000000000002,997,0.38367736852653994
