,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 181.5)","(183.5, 515.5)","(516.5, 1124.5)","(1125.5, 1205.5)","(1206.5, 1552.5)","(1553.5, 1777.5)","(1779.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",171.0,332.0,608.0,80.0,346.0,224.0,331.0,234.0
Number of epochs,152,289,515,70,292,192,293,214
