index,name,score,mean,variance,unique_values
27,channel-0 amplitude-landscape-1-1 norm-2,2.4573894646590775,1.3585903169409182e-16,1.0000000000000002,1046
28,channel-0 amplitude-landscape-1-2 dim-1,2.3314555504118832,1.0868722535527345e-16,1.0,1046
29,channel-0 amplitude-landscape-1-2 dim-2,1.410215077693456,-5.4343612677636724e-17,1.0,1026
30,channel-0 amplitude-landscape-1-2 norm-1,2.3199940320459502,8.151541901645509e-17,0.9999999999999998,1046
31,channel-0 amplitude-landscape-1-2 norm-2,2.3311689890205076,8.151541901645509e-17,1.0000000000000004,1046
32,channel-0 amplitude-landscape-2-1 dim-1,2.2812223592242438,2.7171806338818362e-17,1.0,1046
33,channel-0 amplitude-landscape-2-1 dim-2,1.1809119226899778,6.7929515847045904e-18,1.0000000000000002,1026
34,channel-0 amplitude-landscape-2-1 norm-1,2.2449607873321673,-1.3585903169409181e-17,1.0000000000000004,1046
35,channel-0 amplitude-landscape-2-1 norm-2,2.2790999810758072,8.151541901645509e-17,1.0,1046
36,channel-0 amplitude-landscape-2-2 dim-1,2.2122520277629967,2.7171806338818362e-17,0.9999999999999998,1046
37,channel-0 amplitude-landscape-2-2 dim-2,1.2761590025592604,-1.8680616857937624e-16,1.0,1026
38,channel-0 amplitude-landscape-2-2 norm-1,2.1748306620485014,1.6303083803291018e-16,1.0,1046
39,channel-0 amplitude-landscape-2-2 norm-2,2.2101988195832436,0.0,1.0,1046
40,channel-0 amplitude-silhouette-1-1 dim-1,2.6781884311897164,-1.3585903169409181e-17,1.0000000000000002,1046
41,channel-0 amplitude-silhouette-1-1 dim-2,1.3191980377165677,1.3585903169409181e-17,1.0000000000000004,1026
42,channel-0 amplitude-silhouette-1-1 norm-1,2.6532471195790936,5.4343612677636724e-17,0.9999999999999998,1046
43,channel-0 amplitude-silhouette-1-1 norm-2,2.6723210503368557,-2.7171806338818362e-17,1.0000000000000002,1046
44,channel-0 amplitude-silhouette-1-2 dim-1,2.6191704971344327,-9.510132218586428e-17,1.0,1046
45,channel-0 amplitude-silhouette-1-2 dim-2,1.241806179034009,-6.7929515847045904e-18,1.0,1026
46,channel-0 amplitude-silhouette-1-2 norm-1,2.6052822076166082,-1.3585903169409181e-17,1.0,1046
47,channel-0 amplitude-silhouette-1-2 norm-2,2.6174742063840446,5.4343612677636724e-17,1.0,1046
48,channel-0 amplitude-silhouette-2-1 dim-1,2.5802727830894328,-4.0757709508227546e-17,1.0,1046
49,channel-0 amplitude-silhouette-2-1 dim-2,1.1743964988318496,-3.3964757923522954e-17,1.0000000000000002,1026
50,channel-0 amplitude-silhouette-2-1 norm-1,2.505383245328087,8.151541901645509e-17,0.9999999999999998,1046
51,channel-0 amplitude-silhouette-2-1 norm-2,2.559109821452507,-4.0757709508227546e-17,1.0,1046
52,channel-0 amplitude-silhouette-2-2 dim-1,2.4928308701090405,1.3585903169409181e-17,1.0,1046
53,channel-0 amplitude-silhouette-2-2 dim-2,1.0195579270540742,-1.0189427377056886e-17,0.9999999999999996,1026
54,channel-0 amplitude-silhouette-2-2 norm-1,2.4516563596715004,0.0,1.0,1046
55,channel-0 amplitude-silhouette-2-2 norm-2,2.486927179508711,2.7171806338818362e-17,1.0000000000000002,1046
56,channel-0 life all max,2.0451601509190263,5.4343612677636724e-17,1.0,1046
57,channel-0 life all mean,1.7364950079681556,-8.830837060115968e-17,1.0,1046
58,channel-0 life all std,2.1358934510426986,-5.4343612677636724e-17,1.0000000000000002,1046
59,channel-0 life all sum,1.691203993835648,3.600264339893433e-16,0.9999999999999998,1046
60,channel-0 life all norm-1,1.691203993835648,3.600264339893433e-16,0.9999999999999998,1046
61,channel-0 life all norm-2,1.9598867820280172,-1.3585903169409181e-17,1.0,1046
62,channel-0 life dim-1 max,2.0451601509190263,5.4343612677636724e-17,1.0,1046
63,channel-0 life dim-1 mean,1.679013470970516,8.151541901645509e-17,1.0,1046
64,channel-0 life dim-1 std,2.3690099246839367,-9.510132218586428e-17,0.9999999999999998,1046
65,channel-0 life dim-1 sum,1.6687463733100913,0.0,1.0,1046
66,channel-0 life dim-1 norm-1,1.6687463733100913,0.0,1.0,1046
67,channel-0 life dim-1 norm-2,1.985089523429295,1.6303083803291018e-16,0.9999999999999998,1046
68,channel-0 life dim-2 max,0.7231310200139549,-2.7171806338818362e-17,1.0,1043
69,channel-0 life dim-2 mean,1.0440463596098752,1.1887665273233034e-16,1.0,1043
70,channel-0 life dim-2 std,1.2803170865514024,-6.7929515847045904e-18,1.0,1024
71,channel-0 life dim-2 sum,0.698439215944483,2.7171806338818362e-17,0.9999999999999998,1043
72,channel-0 life dim-2 norm-1,0.698439215944483,2.7171806338818362e-17,0.9999999999999998,1043
73,channel-0 life dim-2 norm-2,0.785024154617845,1.0868722535527345e-16,1.0,1043
74,channel-0 bd2 all max,1.5820931900112765,-1.0868722535527345e-16,1.0,1046
75,channel-0 bd2 all mean,1.1192554723065686,-1.9020264437172855e-16,1.0,1046
76,channel-0 bd2 all std,1.6492557133666854,-1.7661674120231937e-16,1.0,1046
77,channel-0 bd2 all sum,1.4891271581350205,2.173744507105469e-16,1.0000000000000002,1046
78,channel-0 bd2 all norm-1,1.4891271581350205,2.173744507105469e-16,1.0000000000000002,1046
79,channel-0 bd2 all norm-2,1.416259366053353,4.415418530057984e-16,1.0,1046
80,channel-0 bd2 dim-1 max,1.3426964083998076,-1.3585903169409182e-16,0.9999999999999998,1046
81,channel-0 bd2 dim-1 mean,1.653859503578134,5.63814981530481e-16,0.9999999999999998,1046
82,channel-0 bd2 dim-1 std,1.483215625028256,0.0,1.0,1046
83,channel-0 bd2 dim-1 sum,1.9696770569735829,2.309603538799561e-16,1.0,1046
84,channel-0 bd2 dim-1 norm-1,1.9696770569735829,2.309603538799561e-16,1.0,1046
85,channel-0 bd2 dim-1 norm-2,1.5629028871369983,8.966696091810059e-16,1.0,1046
86,channel-0 bd2 dim-2 max,1.4082294130410737,-1.1548017693997805e-16,1.0,1043
87,channel-0 bd2 dim-2 mean,1.211700746118354,8.151541901645509e-17,1.0000000000000002,1043
88,channel-0 bd2 dim-2 std,1.8321704522381985,8.151541901645509e-17,1.0,1024
89,channel-0 bd2 dim-2 sum,0.6713423163196561,4.0757709508227546e-17,1.0,1043
90,channel-0 bd2 dim-2 norm-1,0.6713423163196561,4.0757709508227546e-17,1.0,1043
91,channel-0 bd2 dim-2 norm-2,0.5699293506939989,3.056828213117066e-16,1.0,1043
92,channel-1 entropy dim-1,2.1037141665418693,-7.336387711480958e-16,0.9999999999999998,1046
93,channel-1 entropy dim-2,0.6750583476462623,3.7361233715875247e-16,0.9999999999999998,1023
94,channel-1 numberofpoints dim-1,1.1798266125774166,2.5813216021877447e-16,1.0,70
95,channel-1 numberofpoints dim-2,0.9925962537430245,3.3964757923522954e-17,1.0,31
96,channel-1 amplitude-bottleneck dim-1,2.2513689266099393,-1.0868722535527345e-16,1.0,1046
97,channel-1 amplitude-bottleneck dim-2,1.0001612861418168,8.151541901645509e-17,1.0,1043
98,channel-1 amplitude-bottleneck norm-1,2.3309772652365552,1.3585903169409181e-17,0.9999999999999998,1046
99,channel-1 amplitude-bottleneck norm-2,1.9504944873972587,8.151541901645509e-17,1.0,1046
100,channel-1 amplitude-wasserstein-1 dim-1,1.6241816512586271,1.3585903169409182e-16,1.0000000000000002,1046
101,channel-1 amplitude-wasserstein-1 dim-2,0.33482272192833973,2.0378854754113773e-17,0.9999999999999996,1043
102,channel-1 amplitude-wasserstein-1 norm-1,1.4270627202338624,-2.173744507105469e-16,1.0,1046
103,channel-1 amplitude-wasserstein-1 norm-2,1.5901971673024395,5.162643204375489e-16,1.0,1046
104,channel-1 amplitude-wasserstein-2 dim-1,1.8346250882141044,-2.479427328417176e-16,1.0,1046
105,channel-1 amplitude-wasserstein-2 dim-2,0.6411563259507173,-3.056828213117066e-16,0.9999999999999998,1043
106,channel-1 amplitude-wasserstein-2 norm-1,1.58533020256037,4.755066109293214e-17,1.0,1046
107,channel-1 amplitude-wasserstein-2 norm-2,1.698839313471078,2.309603538799561e-16,0.9999999999999998,1046
108,channel-1 amplitude-betti-1 dim-1,1.432308879927514,-6.792951584704591e-17,0.9999999999999998,116
109,channel-1 amplitude-betti-1 dim-2,0.28795120134972474,-1.0189427377056886e-17,0.9999999999999998,30
110,channel-1 amplitude-betti-1 norm-1,1.414846585687707,-1.0868722535527345e-16,1.0,723
111,channel-1 amplitude-betti-1 norm-2,1.384482482524755,9.510132218586428e-17,1.0,723
112,channel-1 amplitude-betti-2 dim-1,1.2313918589793538,5.706079331151856e-16,1.0,787
113,channel-1 amplitude-betti-2 dim-2,0.3554028634748544,3.3964757923522954e-17,1.0,83
114,channel-1 amplitude-betti-2 norm-1,1.1991785827334576,-6.792951584704591e-17,0.9999999999999998,1038
115,channel-1 amplitude-betti-2 norm-2,1.2285093731637236,2.173744507105469e-16,1.0000000000000002,1038
116,channel-1 amplitude-landscape-1-1 dim-1,2.301570659508774,-4.0757709508227546e-17,1.0,1046
117,channel-1 amplitude-landscape-1-1 dim-2,1.1082629971195326,5.774008846998903e-17,1.0000000000000002,1015
118,channel-1 amplitude-landscape-1-1 norm-1,2.2667920346643307,-4.0757709508227546e-17,0.9999999999999998,1046
119,channel-1 amplitude-landscape-1-1 norm-2,2.299273003108505,2.7171806338818362e-17,1.0,1046
120,channel-1 amplitude-landscape-1-2 dim-1,2.2589167028457027,-1.49444934863501e-16,1.0000000000000002,1046
121,channel-1 amplitude-landscape-1-2 dim-2,1.370565713831355,-5.264537478146058e-17,1.0,1015
122,channel-1 amplitude-landscape-1-2 norm-1,2.238463791219816,-4.0757709508227546e-17,1.0,1046
123,channel-1 amplitude-landscape-1-2 norm-2,2.2581802190872198,1.2227312852468263e-16,0.9999999999999998,1046
124,channel-1 amplitude-landscape-2-1 dim-1,2.1282646785034176,1.3585903169409181e-17,1.0,1046
125,channel-1 amplitude-landscape-2-1 dim-2,1.0099519169998494,4.415418530057984e-17,1.0,1015
126,channel-1 amplitude-landscape-2-1 norm-1,2.467925473955207,1.0868722535527345e-16,1.0000000000000002,1046
127,channel-1 amplitude-landscape-2-1 norm-2,2.552215105341123,-2.7171806338818362e-17,1.0,1046
128,channel-1 amplitude-landscape-2-2 dim-1,2.293563939688549,-5.4343612677636724e-17,1.0000000000000002,1046
129,channel-1 amplitude-landscape-2-2 dim-2,0.9032526888407724,5.604185057381287e-17,1.0000000000000002,1015
130,channel-1 amplitude-landscape-2-2 norm-1,2.4131767803987128,-1.7661674120231937e-16,1.0000000000000002,1046
131,channel-1 amplitude-landscape-2-2 norm-2,2.005142561322324,-2.7171806338818362e-17,0.9999999999999998,1046
132,channel-1 amplitude-silhouette-1-1 dim-1,2.572478180137018,2.7171806338818362e-17,1.0,1046
133,channel-1 amplitude-silhouette-1-1 dim-2,2.354727807456356,2.7171806338818362e-17,1.0000000000000002,1015
134,channel-1 amplitude-silhouette-1-1 norm-1,2.5204435991935865,-8.151541901645509e-17,1.0,1046
135,channel-1 amplitude-silhouette-1-1 norm-2,2.5600071081047515,-4.0757709508227546e-17,0.9999999999999996,1046
136,channel-1 amplitude-silhouette-1-2 dim-1,2.5816684079864514,-1.3585903169409181e-17,0.9999999999999998,1046
137,channel-1 amplitude-silhouette-1-2 dim-2,1.9098553377156324,-4.160682845631562e-17,1.0,1015
138,channel-1 amplitude-silhouette-1-2 norm-1,2.5505905364429386,-4.0757709508227546e-17,0.9999999999999998,1046
139,channel-1 amplitude-silhouette-1-2 norm-2,2.576092846735083,6.792951584704591e-17,1.0,1046
140,channel-1 amplitude-silhouette-2-1 dim-1,2.4491951982518114,1.7661674120231937e-16,1.0,1046
141,channel-1 amplitude-silhouette-2-1 dim-2,1.8255788480651542,-1.0529074956292116e-16,0.9999999999999998,1015
142,channel-1 amplitude-silhouette-2-1 norm-1,2.3175532256983598,-2.7171806338818362e-17,1.0000000000000002,1046
143,channel-1 amplitude-silhouette-2-1 norm-2,2.41168752209954,1.3585903169409181e-17,1.0,1046
144,channel-1 amplitude-silhouette-2-2 dim-1,2.4760636205593247,4.0757709508227546e-17,0.9999999999999998,1046
145,channel-1 amplitude-silhouette-2-2 dim-2,1.581511242745656,-4.203138793035966e-17,1.0,1015
146,channel-1 amplitude-silhouette-2-2 norm-1,2.397947122976065,-6.792951584704591e-17,1.0000000000000002,1046
147,channel-1 amplitude-silhouette-2-2 norm-2,2.4595682762173503,-1.3585903169409181e-17,1.0,1046
148,channel-1 life all max,2.2543857769713305,1.3585903169409182e-16,1.0,1046
149,channel-1 life all mean,1.575342980017621,2.4454625704936526e-16,1.0,1046
150,channel-1 life all std,1.77061071020625,0.0,1.0,1046
151,channel-1 life all sum,1.4270627202338624,-2.173744507105469e-16,1.0,1046
152,channel-1 life all norm-1,1.4270627202338624,-2.173744507105469e-16,1.0,1046
153,channel-1 life all norm-2,1.698839313471078,1.8340969278702395e-16,1.0000000000000002,1046
154,channel-1 life dim-1 max,2.2513689266099393,-1.0868722535527345e-16,1.0,1046
155,channel-1 life dim-1 mean,1.6590343040756452,2.7171806338818362e-17,1.0000000000000002,1046
156,channel-1 life dim-1 std,1.6874135739532394,8.151541901645509e-17,0.9999999999999998,1046
157,channel-1 life dim-1 sum,1.6241816512586271,1.3585903169409182e-16,1.0000000000000002,1046
158,channel-1 life dim-1 norm-1,1.6241816512586271,1.3585903169409182e-16,1.0000000000000002,1046
159,channel-1 life dim-1 norm-2,1.8346250882141044,-2.6152863601112674e-16,1.0,1046
160,channel-1 life dim-2 max,1.0001612861418168,8.151541901645509e-17,1.0,1043
161,channel-1 life dim-2 mean,1.1094500461385286,-3.141740107925873e-17,1.0000000000000002,1043
162,channel-1 life dim-2 std,0.7629564341341221,-1.1208370114762574e-16,0.9999999999999996,1023
163,channel-1 life dim-2 sum,0.33482272192833973,2.0378854754113773e-17,0.9999999999999996,1043
164,channel-1 life dim-2 norm-1,0.33482272192833973,2.0378854754113773e-17,0.9999999999999996,1043
165,channel-1 life dim-2 norm-2,0.6411563259507173,-3.056828213117066e-16,0.9999999999999998,1043
166,channel-1 bd2 all max,1.1147839088507245,-2.037885475411377e-16,1.0,1046
167,channel-1 bd2 all mean,1.3387986827193878,7.081652027054536e-16,0.9999999999999998,1046
168,channel-1 bd2 all std,1.1325882277591446,-1.6303083803291018e-16,1.0,1046
169,channel-1 bd2 all sum,1.3638801932691196,-2.5813216021877447e-16,1.0,1046
170,channel-1 bd2 all norm-1,1.3638801932691196,-2.5813216021877447e-16,1.0,1046
171,channel-1 bd2 all norm-2,1.465448561669786,-1.3585903169409181e-17,0.9999999999999998,1046
172,channel-1 bd2 dim-1 max,1.2599867254231436,-3.2606167606582037e-16,1.0,1046
173,channel-1 bd2 dim-1 mean,1.1538950610426433,-1.0189427377056886e-16,1.0,1046
174,channel-1 bd2 dim-1 std,1.4526710845647886,-1.2227312852468263e-16,0.9999999999999998,1046
175,channel-1 bd2 dim-1 sum,1.538501381345094,1.49444934863501e-16,1.0,1046
176,channel-1 bd2 dim-1 norm-1,1.538501381345094,1.49444934863501e-16,1.0,1046
177,channel-1 bd2 dim-1 norm-2,1.75822219839256,1.9020264437172855e-16,1.0,1046
178,channel-1 bd2 dim-2 max,1.398402764057377,-2.377533054646607e-17,1.0,1043
179,channel-1 bd2 dim-2 mean,1.4776093972880981,2.3605506756848455e-16,1.0,1043
180,channel-1 bd2 dim-2 std,1.2774893257431312,-1.8340969278702395e-16,1.0,1023
181,channel-1 bd2 dim-2 sum,0.08758761053897357,-2.0378854754113773e-17,1.0,1043
182,channel-1 bd2 dim-2 norm-1,0.08758761053897357,-2.0378854754113773e-17,1.0,1043
183,channel-1 bd2 dim-2 norm-2,0.7787011932029628,6.792951584704591e-17,1.0,1043
184,channel-2 entropy dim-1,1.459182087448126,1.1548017693997805e-16,1.0,1046
185,channel-2 entropy dim-2,0.8109774953957837,-1.426519832787964e-16,1.0,1046
186,channel-2 numberofpoints dim-1,0.7355264558648352,-8.151541901645509e-17,1.0,67
187,channel-2 numberofpoints dim-2,1.1080965189677148,4.755066109293214e-17,0.9999999999999998,34
188,channel-2 amplitude-bottleneck dim-1,1.755840097277591,-5.4343612677636724e-17,1.0000000000000002,1046
189,channel-2 amplitude-bottleneck dim-2,0.8374913844742655,1.6982378961761476e-16,1.0,1045
190,channel-2 amplitude-bottleneck norm-1,1.6376259301938558,-3.3964757923522954e-17,1.0,1046
191,channel-2 amplitude-bottleneck norm-2,1.7498617734542024,2.853039665575928e-16,1.0,1046
192,channel-2 amplitude-wasserstein-1 dim-1,1.3812802257229566,1.5538876750011751e-16,1.0,1046
193,channel-2 amplitude-wasserstein-1 dim-2,0.5121693321537333,-1.6982378961761476e-16,1.0,1046
194,channel-2 amplitude-wasserstein-1 norm-1,1.0889964980751203,4.0078414349757084e-16,1.0000000000000004,1046
195,channel-2 amplitude-wasserstein-1 norm-2,1.3783454887125002,-5.345203778214425e-16,0.9999999999999998,1046
196,channel-2 amplitude-wasserstein-2 dim-1,1.572143022472779,-1.2227312852468263e-16,1.0,1046
197,channel-2 amplitude-wasserstein-2 dim-2,0.2541383823146681,-9.510132218586428e-17,1.0,1046
198,channel-2 amplitude-wasserstein-2 norm-1,1.479808618713557,-4.075770950822754e-16,1.0,1046
199,channel-2 amplitude-wasserstein-2 norm-2,1.7113952137002586,-2.173744507105469e-16,0.9999999999999996,1046
200,channel-2 amplitude-betti-1 dim-1,1.3500987169336878,1.2354680694681476e-16,0.9999999999999998,84
201,channel-2 amplitude-betti-1 dim-2,0.4598777953083599,-1.2227312852468263e-16,1.0,28
202,channel-2 amplitude-betti-1 norm-1,1.0963407802810015,-2.5133920863406984e-16,1.0,631
203,channel-2 amplitude-betti-1 norm-2,1.3310541221173806,-1.0308304029789216e-15,0.9999999999999998,631
204,channel-2 amplitude-betti-2 dim-1,0.8223610460341957,1.7661674120231937e-16,1.0000000000000002,749
205,channel-2 amplitude-betti-2 dim-2,0.6544519253113585,-8.830837060115968e-17,1.0000000000000002,91
206,channel-2 amplitude-betti-2 norm-1,0.6115062734541409,5.298502236069581e-16,1.0,1036
207,channel-2 amplitude-betti-2 norm-2,0.8268343230107815,8.830837060115968e-17,1.0,1036
208,channel-2 amplitude-landscape-1-1 dim-1,1.637617881984258,5.4343612677636724e-17,1.0,1046
209,channel-2 amplitude-landscape-1-1 dim-2,0.9084318348384129,-3.3964757923522952e-18,1.0,1040
210,channel-2 amplitude-landscape-1-1 norm-1,1.9351565465393747,2.7171806338818362e-17,1.0,1046
211,channel-2 amplitude-landscape-1-1 norm-2,1.9457056439601126,-4.0757709508227546e-17,1.0,1046
212,channel-2 amplitude-landscape-1-2 dim-1,2.366071645150709,8.151541901645509e-17,1.0000000000000002,1046
213,channel-2 amplitude-landscape-1-2 dim-2,0.6840357868866276,-7.13259916393982e-17,1.0,1040
214,channel-2 amplitude-landscape-1-2 norm-1,2.360621250510958,-1.3585903169409181e-17,1.0,1046
215,channel-2 amplitude-landscape-1-2 norm-2,2.3669680883886137,2.4454625704936526e-16,0.9999999999999998,1046
216,channel-2 amplitude-landscape-2-1 dim-1,2.0147264717937268,4.0757709508227546e-17,1.0,1046
217,channel-2 amplitude-landscape-2-1 dim-2,0.8600565185492681,-3.736123371587525e-17,1.0,1040
218,channel-2 amplitude-landscape-2-1 norm-1,2.0029063865994665,-1.49444934863501e-16,1.0,1046
219,channel-2 amplitude-landscape-2-1 norm-2,2.0157996536980267,5.4343612677636724e-17,1.0,1046
220,channel-2 amplitude-landscape-2-2 dim-1,1.997215400648831,-1.2227312852468263e-16,0.9999999999999998,1046
221,channel-2 amplitude-landscape-2-2 dim-2,0.6351825796733048,1.0529074956292116e-16,1.0,1040
222,channel-2 amplitude-landscape-2-2 norm-1,1.9907957486207795,-3.1247577289641116e-16,1.0,1046
223,channel-2 amplitude-landscape-2-2 norm-2,1.9987940657856926,-3.3964757923522953e-16,1.0,1046
224,channel-2 amplitude-silhouette-1-1 dim-1,2.379698474706376,1.0868722535527345e-16,1.0,1046
225,channel-2 amplitude-silhouette-1-1 dim-2,1.474460003735539,5.604185057381287e-17,1.0,1040
226,channel-2 amplitude-silhouette-1-1 norm-1,2.3591981021710664,-4.0757709508227546e-17,0.9999999999999998,1046
227,channel-2 amplitude-silhouette-1-1 norm-2,2.3842372428770617,1.3585903169409181e-17,1.0,1046
228,channel-2 amplitude-silhouette-1-2 dim-1,2.3648564622652186,0.0,1.0,1046
229,channel-2 amplitude-silhouette-1-2 dim-2,1.5300319083964604,-8.491189480880738e-17,1.0,1040
230,channel-2 amplitude-silhouette-1-2 norm-1,2.3544554347001854,4.0757709508227546e-17,0.9999999999999996,1046
231,channel-2 amplitude-silhouette-1-2 norm-2,2.3647521860923093,8.151541901645509e-17,1.0000000000000002,1046
232,channel-2 amplitude-silhouette-2-1 dim-1,2.242321159528301,5.4343612677636724e-17,1.0000000000000002,1046
233,channel-2 amplitude-silhouette-2-1 dim-2,1.3572572177163889,-4.755066109293214e-17,1.0,1040
234,channel-2 amplitude-silhouette-2-1 norm-1,2.256792347760542,-5.4343612677636724e-17,0.9999999999999998,1046
235,channel-2 amplitude-silhouette-2-1 norm-2,2.2324826493156653,-8.151541901645509e-17,1.0,1046
236,channel-2 amplitude-silhouette-2-2 dim-1,2.2295784470801063,8.151541901645509e-17,1.0,1046
237,channel-2 amplitude-silhouette-2-2 dim-2,1.2831356088050903,5.094713688528443e-17,0.9999999999999998,1040
238,channel-2 amplitude-silhouette-2-2 norm-1,2.1976675563144594,-4.0757709508227546e-17,0.9999999999999998,1046
239,channel-2 amplitude-silhouette-2-2 norm-2,2.227750437581261,6.792951584704591e-17,1.0,1046
240,channel-2 life all max,1.7573171934233125,-3.3964757923522954e-17,1.0,1046
241,channel-2 life all mean,1.3549271662911553,3.3964757923522952e-18,1.0,1046
242,channel-2 life all std,1.6472320709566863,1.9020264437172855e-16,1.0000000000000002,1046
243,channel-2 life all sum,1.0889964980751203,4.0078414349757084e-16,1.0000000000000004,1046
244,channel-2 life all norm-1,1.0889964980751203,4.0078414349757084e-16,1.0000000000000004,1046
245,channel-2 life all norm-2,1.711395213700258,-2.037885475411377e-16,0.9999999999999998,1046
246,channel-2 life dim-1 max,1.755840097277591,-5.4343612677636724e-17,1.0000000000000002,1046
247,channel-2 life dim-1 mean,1.0886414187747067,-3.804052887434571e-16,1.0,1046
248,channel-2 life dim-1 std,1.8599784470895746,1.9699559595643313e-16,1.0,1046
249,channel-2 life dim-1 sum,1.3812802257229566,1.5538876750011751e-16,1.0,1046
250,channel-2 life dim-1 norm-1,1.3812802257229566,1.5538876750011751e-16,1.0,1046
251,channel-2 life dim-1 norm-2,1.572143022472779,-1.2227312852468263e-16,1.0,1046
252,channel-2 life dim-2 max,0.8374913844742655,1.6982378961761476e-16,1.0,1045
253,channel-2 life dim-2 mean,0.7769195432527146,-1.6982378961761477e-17,0.9999999999999998,1046
254,channel-2 life dim-2 std,1.004539088723873,9.340308428968812e-17,1.0,1046
255,channel-2 life dim-2 sum,0.5121693321537333,-1.6982378961761476e-16,1.0,1046
256,channel-2 life dim-2 norm-1,0.5121693321537333,-1.6982378961761476e-16,1.0,1046
257,channel-2 life dim-2 norm-2,0.2541383823146681,-9.510132218586428e-17,1.0,1046
258,channel-2 bd2 all max,1.4736968131654824,-2.785110149728882e-16,1.0,1046
259,channel-2 bd2 all mean,1.7230843789858783,-5.094713688528443e-16,1.0,1046
260,channel-2 bd2 all std,1.2433583569057485,3.2606167606582037e-16,1.0,1046
261,channel-2 bd2 all sum,0.6403395162929503,-7.47224674317505e-17,1.0,1046
262,channel-2 bd2 all norm-1,0.6403395162929503,-7.47224674317505e-17,1.0,1046
263,channel-2 bd2 all norm-2,1.3147442079679281,-2.139779749181946e-16,1.0,1046
264,channel-2 bd2 dim-1 max,1.4501679780625154,6.792951584704591e-17,1.0,1046
265,channel-2 bd2 dim-1 mean,1.5832519442826138,1.1785770999462465e-15,1.0,1046
266,channel-2 bd2 dim-1 std,1.4727844927814087,5.4343612677636724e-17,1.0,1046
267,channel-2 bd2 dim-1 sum,1.160203752563702,3.3964757923522953e-16,1.0,1046
268,channel-2 bd2 dim-1 norm-1,1.160203752563702,3.3964757923522953e-16,1.0,1046
269,channel-2 bd2 dim-1 norm-2,1.3250095632883545,6.7929515847045904e-18,1.0000000000000002,1046
270,channel-2 bd2 dim-2 max,1.0351763889582701,4.415418530057984e-17,0.9999999999999998,1046
271,channel-2 bd2 dim-2 mean,1.327828932502562,-1.749185033061432e-16,1.0000000000000002,1046
272,channel-2 bd2 dim-2 std,1.359280300541557,2.037885475411377e-16,1.0,1046
273,channel-2 bd2 dim-2 sum,0.47610742018851915,2.0378854754113773e-17,1.0,1046
274,channel-2 bd2 dim-2 norm-1,0.47610742018851915,2.0378854754113773e-17,1.0,1046
275,channel-2 bd2 dim-2 norm-2,0.49631411504717454,-2.5813216021877447e-16,0.9999999999999998,1046
276,channel-3 entropy dim-1,1.0644888867495135,-1.3178326074326905e-15,1.0,1046
