,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 108.5)","(109.5, 452.5)","(453.5, 689.5)","(691.5, 1210.5)","(1211.5, 1554.5)","(1555.5, 1683.5)","(1684.5, 2231.5)","(2232.5, 2424.5)","(2425.5, 2772.5)","(2773.5, 3016.5)"
"Time length, sec",100.0,343.0,236.0,519.0,343.0,128.0,547.0,192.0,347.0,243.0
Number of epochs,94,314,219,489,317,121,512,182,343,233
