,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 344.5)","(345.5, 421.5)","(422.5, 650.5)","(651.5, 772.5)","(773.5, 909.5)","(910.5, 955.5)","(957.5, 1089.5)","(1090.5, 1304.5)"
"Time length, sec",127.0,47.0,158.0,76.0,228.0,121.0,136.0,45.0,132.0,214.0
Number of epochs,122,42,142,68,202,110,127,44,121,202
