,N_clusters,K_neighb,Len_min,St_edges,Silh,Cal-Har,Dav-Bold
0,2,20,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
1,2,20,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
2,2,20,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
3,2,20,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
4,2,21,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
5,2,21,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
6,2,21,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
7,2,21,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
8,2,22,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
9,2,22,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
10,2,22,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
11,2,22,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
12,2,23,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
13,2,23,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
14,2,23,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
15,2,23,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
16,2,24,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
17,2,24,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
18,2,24,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
19,2,24,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
20,2,25,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
21,2,25,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
22,2,25,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
23,2,25,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
24,2,26,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
25,2,26,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
26,2,26,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
27,2,26,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
28,2,27,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
29,2,27,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
30,2,27,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
31,2,27,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
32,2,28,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
33,2,28,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
34,2,28,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
35,2,28,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
36,2,29,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
37,2,29,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
38,2,29,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
39,2,29,60,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
40,2,30,0,[   0   33   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
41,2,30,20,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
42,2,30,40,[   0   34 2064],0.9210524512931167,212.7632959476347,0.05325167996813848
