,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 22.7)","(23.5, 183.5)","(184.3, 316.3)","(317.1, 507.5)","(508.3, 619.5)","(620.3, 711.5)","(713.1, 770.7)","(771.5, 877.1)","(877.9, 938.7)"
"Time length, sec",12.799999999999999,160.0,132.0,190.39999999999998,111.19999999999999,91.20000000000005,57.60000000000002,105.60000000000002,60.80000000000007
Number of epochs,14,178,148,215,126,108,67,120,70
