,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 198.7)","(199.5, 270.7)","(271.5, 507.5)","(508.3, 620.3)","(621.1, 713.9)","(714.7, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,109.6,71.19999999999999,236.0,111.99999999999994,92.79999999999995,55.19999999999993,106.39999999999998,60.80000000000007
Number of epochs,91,119,81,264,127,109,64,121,70
