,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 151.5)","(152.5, 214.5)","(215.5, 355.5)","(356.5, 727.5)","(728.5, 836.5)","(837.5, 948.5)","(949.5, 1036.5)","(1037.5, 1165.5)","(1166.5, 1247.5)","(1248.5, 1304.5)"
"Time length, sec",143.0,62.0,140.0,371.0,108.0,111.0,87.0,128.0,81.0,56.0
Number of epochs,134,56,126,328,101,105,78,117,81,54
