,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 219.5)","(220.5, 301.5)","(302.5, 765.5)","(766.5, 919.5)","(920.5, 991.5)","(992.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1249.5)","(1250.5, 1304.5)"
"Time length, sec",53.0,157.0,81.0,463.0,153.0,71.0,67.0,96.0,88.0,54.0
Number of epochs,52,143,72,412,143,65,62,91,88,52
