name,score,mean,variance,unique_values,normalized_score
channel-0 betti dim-1 max,0.5215662904127613,-2.5892659014986703e-16,1.0,20,0.10031652774912923
channel-0 betti dim-1 mean,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 betti dim-1 std,0.4251248786211422,-7.587151246251917e-16,1.0,284,0.0818129107093414
channel-0 betti dim-1 sum,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 betti dim-1 percentile-25,3.1065270791905486,6.021548608136442e-18,1.0000000000000002,2,0.596276962274505
channel-0 betti dim-1 median,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 betti dim-1 percentile-75,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 betti dim-1 kurtosis,0.4806892175463179,-8.430168051391019e-17,1.0,1176,0.09247369666674662
channel-0 betti dim-1 skew,0.44288173439376327,3.161313019271632e-17,1.0000000000000004,1164,0.08521980877256406
channel-0 betti dim-1 norm-1,0.29212148481620503,2.1677574989291193e-16,0.9999999999999998,35,0.056294372373587614
channel-0 betti dim-1 norm-2,0.4251248786211422,-2.5892659014986703e-16,1.0,284,0.0818129107093414
channel-0 betti dim-2 max,0.703720111735485,-5.419393747322798e-17,1.0,10,0.13526525454060623
channel-0 betti dim-2 mean,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 betti dim-2 std,0.41687652562569716,1.866680068522297e-16,1.0,70,0.08023035024904372
channel-0 betti dim-2 sum,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 betti dim-2 percentile-25,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 betti dim-2 median,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 betti dim-2 percentile-75,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 betti dim-2 kurtosis,0.6103105627053077,1.0838787494645597e-16,1.0,463,0.11734334225205251
channel-0 betti dim-2 skew,0.40259343111460455,-2.4086194432545768e-17,0.9999999999999998,493,0.07748994126843482
channel-0 betti dim-2 norm-1,0.7035107116597945,-7.22585832976373e-17,0.9999999999999998,20,0.13522507824354982
channel-0 betti dim-2 norm-2,0.416876525625697,4.937669858671883e-16,1.0,70,0.0802303502490437
channel-0 landscape dim-1 max,1.6878614002791381,5.058100830834612e-16,1.0,1180,0.3240863551234328
channel-0 landscape dim-1 mean,2.395157408664482,-2.4086194432545768e-17,0.9999999999999998,1180,0.4597908645224782
channel-0 landscape dim-1 std,2.0780662181815326,-2.408619443254577e-16,1.0,1180,0.3989525395084846
channel-0 landscape dim-1 sum,2.395157408664483,0.0,1.0,1180,0.45979086452247836
channel-0 landscape dim-1 percentile-25,0.0,0.0,0.0,1,0.0002468303092667729
channel-0 landscape dim-1 median,2.7515532440506565,9.032322912204663e-18,1.0000000000000002,4,0.5281703285934731
channel-0 landscape dim-1 percentile-75,3.015208497963079,1.2043097216272884e-16,1.0000000000000002,500,0.5787562310423571
