,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 234.5)","(235.5, 602.5)","(604.5, 805.5)","(806.5, 1087.5)","(1088.5, 1315.5)","(1316.5, 1756.5)","(1757.5, 2136.5)","(2138.5, 2345.5)"
"Time length, sec",224.0,367.0,201.0,281.0,227.0,440.0,379.0,207.0
Number of epochs,199,313,172,237,188,384,333,191
