,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 49.5)","(50.5, 289.5)","(290.5, 552.5)","(553.5, 1327.5)","(1328.5, 1491.5)","(1492.5, 1752.5)","(1753.5, 1964.5)","(1965.5, 2320.5)"
"Time length, sec",44.0,239.0,262.0,774.0,163.0,260.0,211.0,355.0
Number of epochs,43,228,246,732,158,249,198,335
