,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,0,35,10,Median,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
1,0,35,10,Mode,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
2,0,35,10,Median,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
3,0,35,10,Mode,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
4,0,35,10,Median,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
5,0,35,10,Mode,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
6,0,35,10,Median,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
7,0,35,10,Mode,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
8,0,35,10,Median,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
9,0,35,10,Mode,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
10,0,35,10,Median,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
11,0,35,10,Mode,40,[   0 2807 2812],2,2807,5,1406.0,354820.21630267944,266.62792192984597,0.9488491700750398,412.69012984790993,1.5620743214827064,0.9488491700750398,412.69012984790993,1.5620743214827064
