,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 194.5)","(195.5, 242.5)","(243.5, 318.5)","(319.5, 520.5)","(521.5, 1281.5)","(1282.5, 1565.5)","(1566.5, 1919.5)","(1920.5, 2239.5)","(2240.5, 2437.5)","(2438.5, 2972.5)"
"Time length, sec",189.0,47.0,75.0,201.0,760.0,283.0,353.0,319.0,197.0,534.0
Number of epochs,186,48,73,186,723,270,335,310,175,506
