,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 80.3)","(81.1, 198.7)","(199.5, 317.1)","(319.5, 501.1)","(501.9, 619.5)","(620.3, 707.5)","(708.3, 758.7)","(759.5, 877.9)","(878.7, 938.7)"
"Time length, sec",70.39999999999999,117.6,117.60000000000002,181.60000000000002,117.60000000000002,87.20000000000005,50.40000000000009,118.39999999999998,60.0
Number of epochs,81,129,131,206,134,103,58,135,69
