Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
amplitude-wasserstein-1,2549.1063829787236,0.5902382021209701,0.1041313718367983,0.24015739825712204,0.347498844555914,2934.468085106383,1484.6737588652481,1449.7943262411347
amplitude-wasserstein-2,2549.205673758865,0.6185900513987913,0.10960665152577026,0.2246186049678689,0.3206432708321101,2816.177304964539,1550.3475177304965,1265.8297872340424
entropy,2524.5352112676055,0.6209978295884128,0.11007163914925824,0.19172625948317196,0.26379568989903757,2830.3380281690143,2036.3098591549297,794.0281690140845
life,2545.2185534591194,0.6404560288670542,0.11382938638649605,0.21009283182518046,0.29553849182726194,2809.614779874214,1778.0125786163521,1031.6022012578617
bd2,2545.375786163522,0.6939422616696544,0.12415859211956945,0.23520250820724217,0.33893534721407587,2671.627358490566,1569.5896226415093,1102.0377358490566
amplitude-bottleneck,2548.645390070922,0.7167102647036022,0.12855552522078148,0.18441633451901263,0.251162004313798,2598.631205673759,2060.8936170212764,537.7375886524823
amplitude-landscape-2-2,2430.517730496454,0.8778260969756672,0.15967004742943103,0.19003364888340948,0.2608703643669031,2187.77304964539,1987.4751773049645,200.29787234042553
amplitude-landscape-2-1,2430.503546099291,0.9206023089320462,0.16793094505910128,0.1835567972627599,0.24967647286203357,2081.255319148936,2095.6524822695037,-14.397163120567376
landscape,2308.711267605634,0.9401587736510867,0.1717076692161397,0.15599418995631126,0.20204023633068563,2093.5281690140846,2535.1408450704225,-441.61267605633805
amplitude-landscape-1-2,2430.5106382978724,1.088495629429175,0.20035432875531412,0.18946874371478806,0.2598940432253275,1790.6312056737588,1994.8652482269504,-204.2340425531915
amplitude-landscape-1-1,2430.496453900709,1.214850466378203,0.22475584364667517,0.18319059103661578,0.2490435615335116,1583.2624113475176,2094.581560283688,-511.3191489361702
amplitude-silhouette-2-2,2430.531914893617,1.2891968225557742,0.23911353474256317,0.16738355366224464,0.22172438367586284,1464.7021276595744,2338.950354609929,-874.2482269503546
silhouette-2,2308.8028169014083,1.3508304264530724,0.25101615232035224,0.14446458804198098,0.18211371639747098,1394.5516431924882,2701.093896713615,-1306.5422535211267
amplitude-silhouette-2-1,2430.531914893617,1.3971468632963813,0.2599607345036422,0.1760973935365908,0.2367844443129249,1340.6312056737588,2204.54609929078,-863.9148936170212
silhouette-1,2308.8028169014083,1.430701361379613,0.2664407443269339,0.15313743177203956,0.19710292372212884,1387.9366197183099,2569.5516431924884,-1181.6150234741783
amplitude-silhouette-1-2,2430.531914893617,1.6822131878919377,0.3150124470664951,0.17689255702131879,0.23815871908375652,987.1276595744681,2171.446808510638,-1184.3191489361702
amplitude-silhouette-1-1,2430.531914893617,1.7200249670416843,0.322314618588141,0.185315243553628,0.25271558169916697,1071.163120567376,2044.6524822695035,-973.4893617021277
