,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 111.5)","(112.5, 178.5)","(179.5, 281.5)","(282.5, 599.5)","(600.5, 730.5)","(731.5, 1024.5)","(1025.5, 1221.5)","(1222.5, 1421.5)","(1422.5, 1766.5)"
"Time length, sec",105.0,66.0,102.0,317.0,130.0,293.0,196.0,199.0,344.0
Number of epochs,105,66,97,287,125,274,181,187,329
