,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 429.5)","(430.5, 615.5)","(617.5, 855.5)","(856.5, 1112.5)","(1113.5, 1320.5)","(1321.5, 1552.5)","(1553.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",419.0,185.0,238.0,256.0,207.0,231.0,567.0,224.0
Number of epochs,365,159,200,221,169,204,494,205
