,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 100.5)","(101.5, 219.5)","(220.5, 285.5)","(286.5, 443.5)","(444.5, 758.5)","(759.5, 912.5)","(913.5, 970.5)","(971.5, 1059.5)","(1060.5, 1172.5)","(1173.5, 1304.5)"
"Time length, sec",92.0,118.0,65.0,157.0,314.0,153.0,57.0,88.0,112.0,131.0
Number of epochs,87,108,56,140,282,143,51,82,103,128
