,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 219.5)","(220.5, 301.5)","(302.5, 697.5)","(698.5, 769.5)","(770.5, 944.5)","(945.5, 1059.5)","(1060.5, 1166.5)","(1167.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",108.0,102.0,81.0,395.0,71.0,174.0,114.0,106.0,71.0,65.0
Number of epochs,103,92,72,351,65,163,103,97,71,63
