,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 107.5)","(108.5, 219.5)","(220.5, 787.5)","(788.5, 927.5)","(928.5, 989.5)","(990.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1249.5)","(1250.5, 1304.5)"
"Time length, sec",53.0,45.0,111.0,567.0,139.0,61.0,69.0,95.0,93.0,54.0
Number of epochs,52,42,101,504,130,56,64,90,89,52
