,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 343.5)","(345.5, 473.5)","(474.5, 753.5)","(755.5, 928.5)","(929.5, 1000.5)","(1001.5, 1446.5)","(1447.5, 1597.5)","(1598.5, 2345.5)"
"Time length, sec",333.0,128.0,279.0,173.0,71.0,445.0,150.0,747.0
Number of epochs,291,113,234,145,64,379,133,658
