,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 102.5)","(103.5, 219.5)","(220.5, 288.5)","(289.5, 770.5)","(771.5, 919.5)","(920.5, 1059.5)","(1060.5, 1112.5)","(1113.5, 1156.5)","(1161.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",94.0,116.0,68.0,481.0,148.0,139.0,52.0,43.0,78.0,64.0
Number of epochs,89,106,59,430,138,127,50,41,78,62
