,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 112.5)","(113.5, 378.5)","(379.5, 496.5)","(497.5, 669.5)","(670.5, 1098.5)","(1099.5, 1427.5)","(1428.5, 1780.5)","(1781.5, 1905.5)"
"Time length, sec",106.0,265.0,117.0,172.0,428.0,328.0,352.0,124.0
Number of epochs,104,250,116,161,411,314,335,119
