,N_clusters,K_neighb,Silh,Cal-Har,Dav-Bold,Len_min,St_edges
0,2,20,0.17540973890402223,204.21356384642883,1.8575290438207184,0,[   0  897 1180]
1,2,20,0.17540973890402223,204.21356384642883,1.8575290438207184,20,[   0  897 1180]
2,2,20,0.17540973890402223,204.21356384642883,1.8575290438207184,40,[   0  897 1180]
3,2,20,0.17540973890402223,204.21356384642883,1.8575290438207184,60,[   0  897 1180]
4,2,21,0.19250504615555897,301.4821197431863,1.8300268633996433,0,[   0  622  855 1180]
5,2,21,0.19250504615555897,301.4821197431863,1.8300268633996433,20,[   0  622  855 1180]
6,2,21,0.19250504615555897,301.4821197431863,1.8300268633996433,40,[   0  622  855 1180]
7,2,21,0.19250504615555897,301.4821197431863,1.8300268633996433,60,[   0  622  855 1180]
8,2,22,0.20132218393391982,230.79674290002373,1.5454401838193017,0,[   0  897 1180]
9,2,22,0.20132218393391982,230.79674290002373,1.5454401838193017,20,[   0  897 1180]
10,2,22,0.20132218393391982,230.79674290002373,1.5454401838193017,40,[   0  897 1180]
11,2,22,0.20132218393391982,230.79674290002373,1.5454401838193017,60,[   0  897 1180]
12,2,23,0.20124441466270618,232.54472623290783,1.5099559422038722,0,[   0  897 1180]
13,2,23,0.20124441466270618,232.54472623290783,1.5099559422038722,20,[   0  897 1180]
14,2,23,0.20124441466270618,232.54472623290783,1.5099559422038722,40,[   0  897 1180]
15,2,23,0.20124441466270618,232.54472623290783,1.5099559422038722,60,[   0  897 1180]
16,2,24,0.22474620623991737,318.1153719599926,1.4509417823748196,0,[   0  685 1180]
17,2,24,0.22474620623991737,318.1153719599926,1.4509417823748196,20,[   0  685 1180]
18,2,24,0.22474620623991737,318.1153719599926,1.4509417823748196,40,[   0  685 1180]
19,2,24,0.22474620623991737,318.1153719599926,1.4509417823748196,60,[   0  685 1180]
20,2,25,0.22604361566995843,320.3982169169714,1.4539904299355404,0,[   0  685 1180]
21,2,25,0.22604361566995843,320.3982169169714,1.4539904299355404,20,[   0  685 1180]
22,2,25,0.22604361566995843,320.3982169169714,1.4539904299355404,40,[   0  685 1180]
23,2,25,0.22604361566995843,320.3982169169714,1.4539904299355404,60,[   0  685 1180]
24,2,26,0.13894014225282775,219.90884439575908,2.229917336250673,0,[   0  585  729 1180]
25,2,26,0.13894014225282775,219.90884439575908,2.229917336250673,20,[   0  585  729 1180]
26,2,26,0.13894014225282775,219.90884439575908,2.229917336250673,40,[   0  585  729 1180]
27,2,26,0.13894014225282775,219.90884439575908,2.229917336250673,60,[   0  585  729 1180]
28,2,27,0.23179468420541427,326.5839582745645,1.4306628370029157,0,[   0  685 1180]
29,2,27,0.23179468420541427,326.5839582745645,1.4306628370029157,20,[   0  685 1180]
30,2,27,0.23179468420541427,326.5839582745645,1.4306628370029157,40,[   0  685 1180]
31,2,27,0.23179468420541427,326.5839582745645,1.4306628370029157,60,[   0  685 1180]
32,2,28,0.23179468420541427,326.5839582745645,1.4306628370029157,0,[   0  685 1180]
33,2,28,0.23179468420541427,326.5839582745645,1.4306628370029157,20,[   0  685 1180]
34,2,28,0.23179468420541427,326.5839582745645,1.4306628370029157,40,[   0  685 1180]
35,2,28,0.23179468420541427,326.5839582745645,1.4306628370029157,60,[   0  685 1180]
36,2,29,0.23179468420541427,326.5839582745645,1.4306628370029157,0,[   0  685 1180]
37,2,29,0.23179468420541427,326.5839582745645,1.4306628370029157,20,[   0  685 1180]
38,2,29,0.23179468420541427,326.5839582745645,1.4306628370029157,40,[   0  685 1180]
39,2,29,0.23179468420541427,326.5839582745645,1.4306628370029157,60,[   0  685 1180]
40,2,30,0.2307479602071643,319.5052777722035,1.4164162692836113,0,[   0  685 1180]
41,2,30,0.2307479602071643,319.5052777722035,1.4164162692836113,20,[   0  685 1180]
42,2,30,0.2307479602071643,319.5052777722035,1.4164162692836113,40,[   0  685 1180]
43,2,30,0.2307479602071643,319.5052777722035,1.4164162692836113,60,[   0  685 1180]
44,2,31,0.14449947468249186,230.62282687996037,2.172751378509073,0,[   0  585  745 1180]
45,2,31,0.14449947468249186,230.62282687996037,2.172751378509073,20,[   0  585  745 1180]
46,2,31,0.14449947468249186,230.62282687996037,2.172751378509073,40,[   0  585  745 1180]
47,2,31,0.14449947468249186,230.62282687996037,2.172751378509073,60,[   0  585  745 1180]
48,2,32,0.22921251103543708,298.01554689603165,1.419287461594927,0,[   0  783 1180]
49,2,32,0.22921251103543708,298.01554689603165,1.419287461594927,20,[   0  783 1180]
50,2,32,0.22921251103543708,298.01554689603165,1.419287461594927,40,[   0  783 1180]
51,2,32,0.22921251103543708,298.01554689603165,1.419287461594927,60,[   0  783 1180]
52,2,33,0.23465873027268103,288.5797138404675,1.3641034134366763,0,[   0  783 1180]
53,2,33,0.23465873027268103,288.5797138404675,1.3641034134366763,20,[   0  783 1180]
54,2,33,0.23465873027268103,288.5797138404675,1.3641034134366763,40,[   0  783 1180]
55,2,33,0.23465873027268103,288.5797138404675,1.3641034134366763,60,[   0  783 1180]
56,2,34,0.23509414190734884,278.2322736131377,1.3173250257532152,0,[   0  783 1180]
57,2,34,0.23509414190734884,278.2322736131377,1.3173250257532152,20,[   0  783 1180]
58,2,34,0.23509414190734884,278.2322736131377,1.3173250257532152,40,[   0  783 1180]
59,2,34,0.23509414190734884,278.2322736131377,1.3173250257532152,60,[   0  783 1180]
60,2,35,0.2395480413262142,281.81544930877897,1.2971432532834362,0,[   0  783 1180]
61,2,35,0.2395480413262142,281.81544930877897,1.2971432532834362,20,[   0  783 1180]
62,2,35,0.2395480413262142,281.81544930877897,1.2971432532834362,40,[   0  783 1180]
63,2,35,0.2395480413262142,281.81544930877897,1.2971432532834362,60,[   0  783 1180]
64,2,36,0.17295669321687088,279.91745513944426,1.9477995774567338,0,[   0  458  938 1180]
65,2,36,0.17295669321687088,279.91745513944426,1.9477995774567338,20,[   0  458  938 1180]
66,2,36,0.17295669321687088,279.91745513944426,1.9477995774567338,40,[   0  458  938 1180]
67,2,36,0.17295669321687088,279.91745513944426,1.9477995774567338,60,[   0  458  938 1180]
68,2,37,0.19652298799627538,314.98603043711023,1.804762343987953,0,[   0  514  928 1180]
69,2,37,0.19652298799627538,314.98603043711023,1.804762343987953,20,[   0  514  928 1180]
70,2,37,0.19652298799627538,314.98603043711023,1.804762343987953,40,[   0  514  928 1180]
71,2,37,0.19652298799627538,314.98603043711023,1.804762343987953,60,[   0  514  928 1180]
72,2,38,0.20131490260154292,323.94435451993064,1.7716893730899668,0,[   0  514  938 1180]
73,2,38,0.20131490260154292,323.94435451993064,1.7716893730899668,20,[   0  514  938 1180]
74,2,38,0.20131490260154292,323.94435451993064,1.7716893730899668,40,[   0  514  938 1180]
75,2,38,0.20131490260154292,323.94435451993064,1.7716893730899668,60,[   0  514  938 1180]
76,2,39,0.1692547019627897,273.4342272530271,1.977229112769745,0,[   0  458  928 1180]
77,2,39,0.1692547019627897,273.4342272530271,1.977229112769745,20,[   0  458  928 1180]
78,2,39,0.1692547019627897,273.4342272530271,1.977229112769745,40,[   0  458  928 1180]
79,2,39,0.1692547019627897,273.4342272530271,1.977229112769745,60,[   0  458  928 1180]
80,2,40,0.1563540346703617,290.23197924684945,1.4743437218798978,0,[   0  189  670 1180]
81,2,40,0.1563540346703617,290.23197924684945,1.4743437218798978,20,[   0  189  670 1180]
82,2,40,0.1563540346703617,290.23197924684945,1.4743437218798978,40,[   0  189  670 1180]
83,2,40,0.1563540346703617,290.23197924684945,1.4743437218798978,60,[   0  189  670 1180]
84,2,41,0.24176271875868244,291.84497330661026,1.312527158780953,0,[   0  783 1180]
85,2,41,0.24176271875868244,291.84497330661026,1.312527158780953,20,[   0  783 1180]
86,2,41,0.24176271875868244,291.84497330661026,1.312527158780953,40,[   0  783 1180]
87,2,41,0.24176271875868244,291.84497330661026,1.312527158780953,60,[   0  783 1180]
88,2,42,0.24186200661515073,291.4965742198182,1.3034071447113715,0,[   0  783 1180]
89,2,42,0.24186200661515073,291.4965742198182,1.3034071447113715,20,[   0  783 1180]
90,2,42,0.24186200661515073,291.4965742198182,1.3034071447113715,40,[   0  783 1180]
91,2,42,0.24186200661515073,291.4965742198182,1.3034071447113715,60,[   0  783 1180]
92,2,43,0.1809527652561802,341.96542228080244,1.667086343254526,0,[   0  134  928 1180]
93,2,43,0.1809527652561802,341.96542228080244,1.667086343254526,20,[   0  134  928 1180]
94,2,43,0.1809527652561802,341.96542228080244,1.667086343254526,40,[   0  134  928 1180]
95,2,43,0.1809527652561802,341.96542228080244,1.667086343254526,60,[   0  134  928 1180]
96,2,44,0.22636898658467056,319.45762770193915,1.418034676113735,0,[   0  644 1180]
97,2,44,0.22636898658467056,319.45762770193915,1.418034676113735,20,[   0  644 1180]
98,2,44,0.22636898658467056,319.45762770193915,1.418034676113735,40,[   0  644 1180]
99,2,44,0.22636898658467056,319.45762770193915,1.418034676113735,60,[   0  644 1180]
100,2,45,0.19194527153635046,368.4340812150092,1.6187560972497987,0,[   0  134  928 1180]
101,2,45,0.19194527153635046,368.4340812150092,1.6187560972497987,20,[   0  134  928 1180]
102,2,45,0.19194527153635046,368.4340812150092,1.6187560972497987,40,[   0  134  928 1180]
103,2,45,0.19194527153635046,368.4340812150092,1.6187560972497987,60,[   0  134  928 1180]
104,2,46,0.19221385785408274,369.1940653756449,1.6136010287744615,0,[   0  134  928 1180]
105,2,46,0.19221385785408274,369.1940653756449,1.6136010287744615,20,[   0  134  928 1180]
106,2,46,0.19221385785408274,369.1940653756449,1.6136010287744615,40,[   0  134  928 1180]
107,2,46,0.19221385785408274,369.1940653756449,1.6136010287744615,60,[   0  134  928 1180]
108,2,47,0.1768688598306531,336.1941077426133,1.6636667393477267,0,[   0  251  928 1180]
109,2,47,0.1768688598306531,336.1941077426133,1.6636667393477267,20,[   0  251  928 1180]
110,2,47,0.1768688598306531,336.1941077426133,1.6636667393477267,40,[   0  251  928 1180]
111,2,47,0.1768688598306531,336.1941077426133,1.6636667393477267,60,[   0  251  928 1180]
112,2,48,0.19655482700651855,378.31903419788756,1.5977812572851338,0,[   0  189  928 1180]
113,2,48,0.19655482700651855,378.31903419788756,1.5977812572851338,20,[   0  189  928 1180]
114,2,48,0.19655482700651855,378.31903419788756,1.5977812572851338,40,[   0  189  928 1180]
115,2,48,0.19655482700651855,378.31903419788756,1.5977812572851338,60,[   0  189  928 1180]
116,2,49,0.19655482700651855,378.31903419788756,1.5977812572851338,0,[   0  189  928 1180]
117,2,49,0.19655482700651855,378.31903419788756,1.5977812572851338,20,[   0  189  928 1180]
118,2,49,0.19655482700651855,378.31903419788756,1.5977812572851338,40,[   0  189  928 1180]
119,2,49,0.19655482700651855,378.31903419788756,1.5977812572851338,60,[   0  189  928 1180]
120,2,50,0.22780254037210734,320.82383611061465,1.4861779691574784,0,[   0  514 1180]
121,2,50,0.22780254037210734,320.82383611061465,1.4861779691574784,20,[   0  514 1180]
122,2,50,0.22780254037210734,320.82383611061465,1.4861779691574784,40,[   0  514 1180]
123,2,50,0.22780254037210734,320.82383611061465,1.4861779691574784,60,[   0  514 1180]
124,3,20,0.12918246992885385,163.44298877634716,3.7677391711104047,0,[   0  622  874  897 1003 1180]
125,3,20,0.12918246992885385,163.44298877634716,3.7677391711104047,20,[   0  622  874  897 1003 1180]
126,3,20,0.12918246992885385,163.44298877634716,3.7677391711104047,40,[   0  622  897 1180]
127,3,20,0.12918246992885385,163.44298877634716,3.7677391711104047,60,[   0  622  897 1180]
128,3,21,0.13550853225102277,237.42661875683157,2.3401122897031637,0,[   0  261  622  855 1180]
129,3,21,0.13550853225102277,237.42661875683157,2.3401122897031637,20,[   0  261  622  855 1180]
130,3,21,0.13550853225102277,237.42661875683157,2.3401122897031637,40,[   0  261  622  855 1180]
131,3,21,0.13550853225102277,237.42661875683157,2.3401122897031637,60,[   0  261  622  855 1180]
132,3,22,0.0886600676525602,160.88996349712733,2.565948991381822,0,[   0  192  897 1180]
133,3,22,0.0886600676525602,160.88996349712733,2.565948991381822,20,[   0  192  897 1180]
134,3,22,0.0886600676525602,160.88996349712733,2.565948991381822,40,[   0  192  897 1180]
135,3,22,0.0886600676525602,160.88996349712733,2.565948991381822,60,[   0  192  897 1180]
