,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 344.5)","(345.5, 464.5)","(465.5, 634.5)","(635.5, 771.5)","(772.5, 955.5)","(957.5, 1097.5)","(1098.5, 1226.5)","(1227.5, 1304.5)"
"Time length, sec",127.0,47.0,158.0,119.0,169.0,136.0,183.0,140.0,128.0,77.0
Number of epochs,122,42,142,105,149,125,172,129,119,75
