,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 672.5)","(675.5, 762.5)","(763.5, 986.5)","(987.5, 1171.5)","(1172.5, 1389.5)","(1390.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",427.0,234.0,87.0,223.0,184.0,217.0,654.0,300.0
Number of epochs,372,200,74,187,162,179,572,271
