,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 195.5)","(196.3, 449.9)","(450.7, 508.3)","(509.1, 620.3)","(621.1, 717.1)","(719.5, 769.9)","(770.7, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,106.4,253.59999999999997,57.60000000000002,111.19999999999993,96.0,50.39999999999998,106.39999999999998,60.80000000000007
Number of epochs,91,115,280,70,126,113,60,121,70
