,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 219.5)","(220.5, 301.5)","(302.5, 767.5)","(768.5, 819.5)","(820.5, 944.5)","(945.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",108.0,102.0,81.0,465.0,51.0,124.0,114.0,94.0,84.0,64.0
Number of epochs,103,92,72,414,48,117,103,89,80,62
