,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 232.5)","(233.5, 411.5)","(412.5, 607.5)","(608.5, 1110.5)","(1111.5, 1323.5)","(1324.5, 1506.5)","(1507.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",222.0,178.0,195.0,502.0,212.0,182.0,594.0,243.0
Number of epochs,197,151,168,427,173,162,517,222
