,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 593.5)","(596.5, 919.5)","(921.5, 996.5)","(997.5, 1170.5)","(1171.5, 1389.5)","(1390.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",401.0,181.0,323.0,75.0,173.0,218.0,711.0,243.0
Number of epochs,348,159,269,67,151,180,621,222
