,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 434.5)","(436.5, 646.5)","(647.5, 859.5)","(860.5, 1240.5)","(1242.5, 1503.5)","(1505.5, 1740.5)","(1741.5, 2188.5)","(2189.5, 2345.5)"
"Time length, sec",424.0,210.0,212.0,380.0,261.0,235.0,447.0,156.0
Number of epochs,370,178,180,324,224,204,393,144
