,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 264.3)","(265.1, 508.3)","(509.1, 620.3)","(621.1, 710.7)","(711.5, 770.7)","(771.5, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,64.80000000000001,243.2,111.19999999999993,89.60000000000002,59.200000000000045,105.60000000000002,60.80000000000007
Number of epochs,124,86,73,273,126,106,68,120,70
