,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 75.5)","(76.5, 515.5)","(516.5, 606.5)","(607.5, 996.5)","(997.5, 1171.5)","(1172.5, 1381.5)","(1383.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",65.0,439.0,90.0,389.0,174.0,209.0,661.0,300.0
Number of epochs,56,385,74,328,152,174,577,271
