,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 125.5)","(126.5, 184.5)","(186.5, 320.5)","(321.5, 456.5)","(457.5, 614.5)","(615.5, 771.5)","(772.5, 955.5)","(957.5, 1046.5)","(1047.5, 1233.5)","(1234.5, 1304.5)"
"Time length, sec",117.0,58.0,134.0,135.0,157.0,156.0,183.0,89.0,186.0,70.0
Number of epochs,112,52,122,118,138,143,172,81,174,68
