,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 107.5)","(108.5, 451.5)","(452.5, 689.5)","(691.5, 1210.5)","(1211.5, 1533.5)","(1534.5, 1653.5)","(1654.5, 1955.5)","(1956.5, 2304.5)","(2305.5, 2772.5)","(2773.5, 3016.5)"
"Time length, sec",99.0,343.0,237.0,519.0,322.0,119.0,301.0,348.0,467.0,243.0
Number of epochs,93,314,220,489,298,110,284,328,455,233
