,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 181.5)","(183.5, 515.5)","(516.5, 909.5)","(910.5, 1204.5)","(1205.5, 1443.5)","(1444.5, 1596.5)","(1597.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",171.0,332.0,393.0,294.0,238.0,152.0,513.0,234.0
Number of epochs,152,289,325,259,198,135,445,214
