,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 72.5)","(73.5, 429.5)","(430.5, 641.5)","(642.5, 878.5)","(879.5, 1257.5)","(1258.5, 1395.5)","(1396.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",62.0,356.0,211.0,236.0,378.0,137.0,648.0,300.0
Number of epochs,54,311,180,197,321,117,566,271
