,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 115.5)","(116.5, 509.5)","(511.5, 593.5)","(596.5, 996.5)","(997.5, 1187.5)","(1188.5, 1374.5)","(1375.5, 2044.5)","(2045.5, 2345.5)"
"Time length, sec",105.0,393.0,82.0,400.0,190.0,186.0,669.0,300.0
Number of epochs,93,343,71,336,166,153,584,271
