,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 192.3)","(193.1, 249.1)","(249.9, 309.1)","(309.9, 505.9)","(506.7, 620.3)","(621.1, 756.3)","(757.1, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,72.80000000000001,56.0,59.20000000000002,196.0,113.59999999999997,135.19999999999993,120.0,60.80000000000007
Number of epochs,124,78,63,67,221,129,157,137,70
