,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 106.5)","(107.5, 242.5)","(243.5, 770.5)","(771.5, 939.5)","(940.5, 990.5)","(991.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",53.0,44.0,135.0,527.0,168.0,50.0,68.0,95.0,82.0,65.0
Number of epochs,52,41,122,469,157,45,63,90,78,63
