,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 245.9)","(247.5, 508.3)","(509.1, 620.3)","(621.1, 717.1)","(719.5, 773.1)","(773.9, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,46.400000000000006,260.8,111.19999999999993,96.0,53.60000000000002,103.20000000000005,60.80000000000007
Number of epochs,124,86,52,294,126,113,64,117,70
