St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,35,10,Median,40,[   0  572 1429 2017],3,857,572,672.3333333333334,690.3942785894683,1.2845521,0.017578738,191.8063118264074,4.184276648692055,0.0975288674235344,199.25710363450594,3.446033530650253
0,35,10,Mode,40,[   0  572 2017],2,1445,572,1008.5,1115.230301964627,1.6496936,0.13237119,326.6293311627952,2.054105025730694,0.132371187210083,326.6293311627952,2.054105025730694
0,35,10,Median,40,[   0  455 1112 2017],3,905,455,672.3333333333334,737.080710531681,1.4638447,0.02849395,207.06327914593484,3.7469655055620166,0.1328263282775879,216.52014639341868,3.0851014432961934
0,35,10,Mode,40,[   0  572  935 2017],3,1082,363,672.3333333333334,469.1251102188194,1.2756498,0.029860726,180.67131314338653,4.62847912800613,0.12034958600997925,141.2282380072032,3.823268209220631
0,35,10,Median,40,[   0  455  935 1174 2017],4,843,239,504.25,447.7074140421291,1.4219183,0.005256409,162.3369027079585,4.17385409959182,0.11543957144021988,135.23255278493508,2.5980573800556956
0,35,10,Mode,40,[   0  572 1429 2017],3,857,572,672.3333333333334,690.3942785894683,1.2845521,0.017578738,191.8063118264074,4.184276648692055,0.0975288674235344,199.25710363450594,3.446033530650253
0,35,10,Median,40,[   0  346  548  935 1174 1758 2017],6,584,202,336.1666666666667,175.6006177723026,1.0383911,-0.030734064,115.1302274959355,4.823187080911766,0.08255431056022644,54.66663752680341,3.7236709599896978
0,35,10,Mode,40,[   0  346  572  935 1429 1812 2017],6,494,205,336.1666666666667,142.02118417347648,0.9221715,-0.043412518,100.81765892006304,5.287156154633343,0.06549759209156036,43.817801250090874,4.140785159773042
0,35,10,Median,40,[   0  346  548  857 1116 1326 1758 2017],7,432,202,288.14285714285717,118.32938963102315,0.909803,-0.042251926,97.08567443631914,5.450023057482142,0.07219326496124268,36.678173727908664,4.383046484512048
0,35,10,Mode,40,[   0  346  572  935 1112 1812 2017],6,700,177,336.1666666666667,190.34801364720482,1.1348736,-0.04146605,117.05137926350098,4.496042296943383,0.08052854239940643,59.34225850337479,3.1224505755458045
0,35,10,Median,40,[   0  350  572  935 1141 1610 1812 2017],7,469,202,288.14285714285717,156.61418679522495,1.047666,-0.042151537,103.70165176983998,5.56795296920072,0.08004976063966751,49.692006570782674,3.36275197640696
0,35,10,Mode,40,[   0  346  572  935 1112 1610 1812 2017],7,498,177,288.14285714285717,157.89753186695035,1.0688375,-0.046709113,103.19823173046261,5.559795621130946,0.07892825454473495,49.93378156667725,3.2630841321934123
0,35,10,Median,40,[   0  356  572  935 1141 1610 1812 2017],7,469,202,288.14285714285717,154.84447895576992,1.0446323,-0.042571887,102.74012152700921,5.497948283722841,0.08003363758325577,48.83670831049481,3.376505994553099
0,35,10,Mode,40,[   0  346  572  935 1112 1610 1812 2017],7,498,177,288.14285714285717,157.89753186695035,1.0688375,-0.046709113,103.19823173046261,5.559795621130946,0.07892825454473495,49.93378156667725,3.2630841321934123
0,35,10,Median,40,[   0  356  572  935 1141 1610 1812 2017],7,469,202,288.14285714285717,154.84447895576992,1.0446323,-0.042571887,102.74012152700921,5.497948283722841,0.08003363758325577,48.83670831049481,3.376505994553099
0,35,10,Mode,40,[   0  346  572  935 1112 1610 1812 2017],7,498,177,288.14285714285717,157.89753186695035,1.0688375,-0.046709113,103.19823173046261,5.559795621130946,0.07892825454473495,49.93378156667725,3.2630841321934123
0,35,10,Median,40,[   0  356  572  935 1116 1326 1429 1610 1812 2017],9,363,103,224.11111111111111,115.8242835505221,1.0111179,-0.058096852,80.30261638025394,6.8673844624577915,0.07860453426837921,36.77068212111641,3.3627558015562995
0,35,10,Mode,40,[   0  346  572  837  935 1112 1326 1429 1610 1812 2017],10,346,98,201.7,92.0495310982595,0.92202485,-0.06680272,72.83653156463471,7.114491710439933,0.06633885949850082,29.836884562005157,3.850513249511043
